,index,table_id,question,response,answer,output
10,10,totto_source/train_json/example-9029.json,What shows did Marisol Nichols appear in during 1996?,"evidence: |
  The relevant rows contain information about Marisol Nichols' appearances in shows during 1996:
  Year | Title | Role | Notes
  1996 | My Guys | Angela | TV Pilot
  1996 | Due South | Melissa | Episode: ""Some Like It Red""
  1996 | Beverly Hills, 90210 | Wendy Stevens | Episode: ""Ray of Hope""
answer: |
  In 1996, Marisol Nichols appeared in 'My Guys' as Angela, 'Due South' as Melissa in the episode 'Some Like It Red', and 'Beverly Hills, 90210' as Wendy Stevens in the episode 'Ray of Hope'.","In 1996, Marisol Nichols appeared in My Guys, Due South, and Beverly Hills, 90210.","'My Guys', 'Due South', 'Beverly Hills, 90210' 
"
11,11,totto_source/train_json/example-2363.json,How did the last two finishers perform in the Women's 800 metre freestyle?,"evidence: |
  The relevant rows contain information about the last two finishers in the Women's 800 metre freestyle:
  Rank | Lane | Name | Nationality | Time | Notes
  7 | 2 | Lotte Friis | Denmark | 8:24.50 | -
  8 | 1 | Sarah Köhler | Germany | 8:27.75 | -

answer: |
  In the Women's 800 metre freestyle, Lotte Friis from Denmark finished 7th with a time of 8:24.50 and Sarah Köhler from Germany finished 8th with a time of 8:27.75.",Denmark's Lotte Friis recorded a time of 8:24.50 and Germany's Sarah Köhler recorded a time of 8:27.75 at the Olympics.,"Lotte Friis, Sarah Köhler 
"
12,12,totto_source/train_json/example-13458.json,How did the Unionist Candidate perform in the East Antrim election in the 1910's?,"evidence: |
  The relevant row contains information about the Unionist Candidate's performance in the East Antrim election in the 1910's:
  Party | Party | Candidate | Votes | % | ±
  - | Irish Unionist | Robert McCalmont | 15,206 | 94.6 | N/A
answer: |
  In the East Antrim election in the 1910's, the Unionist Candidate, Robert McCalmont, received 94.6% of the votes.","The Unionist candidate had a victory by 15,206 votes to Sinn Féin's 861 votes.","94.6% of the votes 
"
13,13,totto_source/train_json/example-4916.json,Who finished 2nd at the 2014 Commonwealth games and what time did they achieve?,"evidence: |
  The relevant rows contain information about the 2014 Commonwealth Games:
  Year | Competition | Venue | Position | Event | Notes
  2014 | Commonwealth Games | Glasgow, Scotland | 2nd | 100m | 10.10
  2014 | Commonwealth Games | Glasgow, Scotland | 2nd | 4 × 100 m relay | 38.02
  answer: |
  Adam Gemili finished 2nd at the 2014 Commonwealth Games in the 100m event with a time of 10.10.","In the 2014 Commonwealth Games, Gemili finished the 100m in second position with a time of 10.10 seconds.","Adam Gemili, 10.10 
"
14,14,totto_source/train_json/example-13369.json,"When was ""I've Got a Feeling"" released?","evidence: |
  The relevant rows contain information about the release dates of ""I've Got a Feeling"":
  Region | Date | Format | Label
  United States | October 7, 1997 | Promotional CD single | Atlantic
  United States | October 7, 1997 | CD single | Atlantic
  Australia | 1998 | CD single | Atlantic
answer: |
  ""I've Got a Feeling"" was released in the United States on October 7, 1997 in both promotional CD single and CD single formats, and in Australia in 1998 as a CD single.","""I've Got a Feeling"" was released, through Atlantic, in the United States on October 7, 1997 and in Australia in 1998.","October 7, 1997, 1998 
"
15,15,totto_source/train_json/example-6138.json,What and when were Tom Felton's first two roles?,"evidence: |
  The relevant rows contain information about Tom Felton's first two roles:
  Year | Title | Role | Notes
  1997 | The Borrowers | Peagreen Clock | -
  1999 | Anna and the King | Louis T. Leonowens | -
answer: |
  Tom Felton's first two roles were in the 1997 film ""The Borrowers"" as Peagreen Clock, and in the 1999 film ""Anna and the King"" as Louis T. Leonowens.",Tom Felton made his debut in the role of Peagreen Clock in The Borrowers in 1997 and portrayed Louis T. Leonowens in Anna and the King in 1999.,"""The Borrowers"" (1997), ""Anna and the King"" (1999) 
"
16,16,totto_source/train_json/example-4815.json,What were the results of the 1990 Colorado gubernatorial election?,"evidence: |
  The relevant rows contain the results of the 1990 Colorado gubernatorial election:
  Party | Party | Candidate | Votes | % | ±
  - | Democratic | Roy Romer | 626,032 | 61.89% | -
  - | Republican | John Andrews | 358,403 | 35.43% | -
  - | Libertarian | David Aitken | 18,930 | 1.87% | -
  - | Prohibition | David Livingston | 7,907 | 0.78% | -
  Majority | Majority | Majority | 267,629 | - | -
  Turnout | Turnout | Turnout | 1,011,272 | - | -
answer: |
  In the 1990 Colorado gubernatorial election, Roy Romer of the Democratic party received 61.89% of the votes, while John Andrews of the Republican party received 35.43%. David Aitken of the Libertarian party received 1.87%, and David Livingston of the Prohibition party received 0.78%. Roy Romer's majority was 267,629 votes, and the total turnout was 1,011,272. The election was a Democratic hold, and there is no information about the swing.","Democrat Roy Romer defeated Republican nominee, John Andrews with 61.89% of the vote.","Roy Romer (Democratic) won with 61.89% of the vote. 
"
17,17,totto_source/train_json/example-13344.json,"In the 86th United States Congress, What date was the end of Richard M. Simpson's service, and who was his successor?","evidence: |
  The relevant row contains information about the end of Richard M. Simpson's service and his successor:
  District | Vacator | Reason for change | Successor | Date of successor's formal installation
  Pennsylvania 18th | Richard M. Simpson (R) | Died January 7, 1960 | Douglas H. Elliott (R) | April 26, 1960
answer: |
  Richard M. Simpson's service ended on January 7, 1960, and his successor was Douglas H. Elliott, who was formally installed on April 26, 1960.","In the 86th United States Congress, Richard M. Simpson (R) served until January 7, 1960 and was succeeded by Douglas H. Elliott (R) on April 26, 1960, who served until June 19, 1960.","January 7, 1960, Douglas H. Elliott 
"
18,18,totto_source/train_json/example-2382.json,"What roles did Sandra Peabody play in Tarot and Annie Get Your Gun, respectively?","evidence: |
  The relevant rows contain information about Sandra Peabody's roles in Tarot and Annie Get Your Gun:
  Year | Title | Role | Notes
  1970 | Tarot | The Sun | Off-Broadway
  1973-1974 | Annie Get Your Gun | Minnie | Shady Grove Music Fair

answer: |
  In 1970, Sandra Peabody played the role of The Sun in Tarot, and in 1973-1974, she played Minnie in Annie Get Your Gun.","Peabody appeared as The Sun in an Off-Broadway production of Tarot (1970), which she followed with the role as Minnie in Annie Get Your Gun (1973-1974).","The Sun, Minnie 
"
19,19,totto_source/dev_json/example-1788.json,How close was Texas' 21st congressional district election?,"evidence: |
  The relevant rows contain the total votes and percentages for each candidate:
  Party | Party | Candidate | Votes | % | ±
  - | Republican | Lamar Smith | 169,924 | 68.9 | 11.09
  - | Democratic | Lainey Melnick | 65,834 | 27.9 | +3.39
  - | Libertarian | James Arthur Strohm | 7,687 | 3.3 | 16.7
  Majority | Majority | Majority | 96929 | - | -

answer: |
  The 2016 election for Texas' 21st congressional district was not very close. The Republican candidate, Lamar Smith, received 68.9% of the votes, while the Democratic candidate, Lainey Melnick, received 27.9% of the votes. The difference in votes between these two candidates was 96,929, which was a significant majority. The Libertarian candidate, James Arthur Strohm, received 3.3% of the votes. Overall, the turnout was 236,284.","In the Texas's 21st congressional district election, Lamar Smith defeated Lainey Melnick with 68.9 percent of the vote, with a majority of 96929 votes.","Significant majority 
"
20,20,totto_source/train_json/example-9366.json,What are all the non-Leo awards for which Rickards received a solo nomination?,"evidence: |
  The relevant rows contain information about Emily Bett Rickards' non-Leo awards:
  Year | Award | Category | Nominee | Result | Refs
  2014 | Teen Choice Awards | Female Breakout Star | Emily Bett Rickards | Nominated | -
  2015 | Teen Choice Awards | Choice TV Actress - Fantasy/Sci-Fi | Emily Bett Rickards | Nominated | -
  2015 | Teen Choice Awards | Choice TV Liplock | Emily Bett Rickards & Stephen Amell | Nominated | -
  2016 | Teen Choice Awards | Choice TV Actress - Fantasy/Sci-Fi | Emily Bett Rickards | Nominated | -
  2016 | Teen Choice Awards | Choice TV Liplock | Emily Bett Rickards and Stephen Amell | Nominated | -
  2017 | Teen Choice Awards | Choice TV Actress - Action | Emily Bett Rickards | Nominated | -
  2018 | Teen Choice Awards | Choice TV Actress - Action | Emily Bett Rickards | Nominated | -

answer: |
  Emily Bett Rickards received the following non-Leo awards nominations:
  - Female Breakout Star at the 2014 Teen Choice Awards
  - Choice TV Actress - Fantasy/Sci-Fi at the 2015 Teen Choice Awards
  - Choice TV Liplock at the 2015 Teen Choice Awards (with Stephen Amell)
  - Choice TV Actress - Fantasy/Sci-Fi at the 2016 Teen Choice Awards
  - Choice TV Liplock at the 2016 Teen Choice Awards (with Stephen Amell)
  - Choice TV Actress - Action at the 2017 Teen Choice Awards
  - Choice TV Actress - Action at the 2018 Teen Choice Awards
  - Choice TV Ship at the 2018 Teen Choice Awards (with Stephen Amell)","Rickards has been nominated for five Teen Choice Awards: four for Choice TV Actress in Fantasy, Sci-Fi, or Action, and one for Female Breakout Star in 2014.","['Female Breakout Star', 'Choice TV Actress - Fantasy/Sci-Fi', 'Choice TV Liplock', 'Choice TV Actress - Action', 'Choice TV Ship'] 
"
21,21,totto_source/train_json/example-3894.json,What films did Aaron Taylor-Johnson appear in in 2017 and 2018?,"evidence: |
  The relevant rows contain information about Aaron Taylor-Johnson's appearances in 2017 and 2018:
  Year | Title | Role | Director | Notes
  2017 | The Wall | Isaac | Doug Liman | -
  2018 | Outlaw King | James Douglas, Lord of Douglas | David Mackenzie | -

answer: |
  In 2017, Aaron Taylor-Johnson appeared in The Wall as Isaac, and in 2018, he appeared in Outlaw King as James Douglas, Lord of Douglas.","In 2017, Aaron Taylor-Johnson appeared in Doug Liman's The Wall and, in 2018, appeared in Outlaw King as well as A milliom Little Pieces.","'The Wall', 'Outlaw King' 
"
22,22,totto_source/dev_json/example-2033.json,How many Best Actress Awards did Choi win in 1994 and where were they from?,"evidence: |
  The relevant rows contain information about Choi Myung-gil's Best Actress Awards in 1994:
  Year | Award | Category | Nominated work | Result
  1994 | 16th Three Continents Festival | Best Actress | Rosy Life | Won
  1994 | 15th Blue Dragon Film Awards | Best Actress | Rosy Life | Won
  1994 | 5th Chunsa Film Art Awards | Special Jury Prize | Rosy Life | Won
  1994 | SBS Drama Awards | Grand Prize (Daesang) | Marriage | Won

answer: |
  In 1994, Choi Myung-gil won 3 Best Actress Awards. She won the Best Actress Award at the 16th Three Continents Festival for Rosy Life, the Best Actress Award at the 15th Blue Dragon Film Awards for Rosy Life, and the Special Jury Prize at the 5th Chunsa Film Art Awards for Rosy Life. She also won the Grand Prize (Daesang) at the SBS Drama Awards for Marriage.","Choi received 2 Best Actress awards for Rosy Life, one at the 16th Three Continents Festival and the other in the 15th Blue Dragon Film Awards.","3, 16th Three Continents Festival, 15th Blue Dragon Film Awards, 5th Chunsa Film Art Awards 
"
23,23,totto_source/dev_json/example-1769.json,What year was Rosie Huntington-Whiteley most successful?,"evidence: |
  In 2011, Rosie Huntington-Whiteley won three awards: Model of the Year at the Elle Style Awards, Editor's Special Award at the Glamour Awards, and Our New Girlfriend at the Guys Choice awards. She also won the Female Star of Tomorrow award at the CinemaCon Awards and was nominated for Choice Movie Actress: Summer at the Teen Choice Awards for her work in Transformers: Dark of the Moon.
  answer: |
  2011 was the year Rosie Huntington-Whiteley was most successful, as she won the most awards that year.",In 2011 Rosie Huntington-Whiteley won 3 awards and was nominated for the Teen Choice Awards Choice Movie Actress: Summer award.,"2011 
"
24,24,totto_source/train_json/example-823.json,Who were the top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles?,"evidence: |
  The relevant rows contain information about the top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles:
  Rank | Name | Nationality | Time (automatic) | Notes
  - | Harrison Dillard | United States | 13.91 | OR
  - | Jack Davis | United States | 14.00 | -

answer: |
  The top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles were Harrison Dillard from the United States with a time of 13.91 seconds, setting an Olympic record, and Jack Davis from the United States with a time of 14.00 seconds.",Automatic timing showed Dillard had a time of 13.91 and Davis recorded a time of 14.00.,"Harrison Dillard, Jack Davis 
"
25,25,totto_source/dev_json/example-32.json,What movies and roles did Morris play in 1997?,"evidence: |
  The relevant rows contain information about Haviland Morris's filmography in 1997:
  Year | Title | Role | Notes
  1997 | The Fifth Element | Korben Dallas's mother | Voice
  1997 | Home Alone 3 | Karen Pruitt | -
answer: |
  In 1997, Haviland Morris appeared in two movies, ""The Fifth Element"" where she played the role of Korben Dallas's mother (voice), and ""Home Alone 3"" where she played the role of Karen Pruitt.",Morris played Korben Dallas's mother in The Fifth Element and Karen Pruitt in Home Alone 3 in 1997.,"""The Fifth Element"" and ""Home Alone 3"" 
"
26,26,totto_source/train_json/example-82.json,Who received the silver and bronze medals for the women's 400 metres hurdles at the 1992 Summer Olympics?,"evidence: |
  The relevant rows contain information about the athletes who received the silver and bronze medals for the women's 400 metres hurdles at the 1992 Summer Olympics:
  RANK | FINAL | TIME
  - | Sally Gunnell (GBR) | 53.23
  - | Sandra Farmer-Patrick (USA) | 53.69
  - | Janeene Vickers (USA) | 54.31
  4. | Tatyana Ledovskaya (EUN) | 54.31

answer: |
  Sandra Farmer-Patrick (USA) received the silver medal and Janeene Vickers (USA) received the bronze medal for the women's 400 metres hurdles at the 1992 Summer Olympics.","Farmer-Patrick was in second, winning silver in 53.69 secs, while Vickers narrowly held on for the bronze medal from Ledovskaya, both being timed at 54.31 secs.","Sandra Farmer-Patrick, Janeene Vickers 
"
27,27,totto_source/dev_json/example-1261.json,What did Kathryn Beaumont star in 1953?,"evidence: |
  The relevant row contains information about Kathryn Beaumont's work in 1953:
  Year | Title | Role | Notes
  1953 | Peter Pan | Wendy Darling | Voice role
answer: |
  In 1953, Kathryn Beaumont starred as Wendy Darling in the film Peter Pan.",Kathryn Beaumont starred in the voice role of Wendy Darling in Peter Pan (1953).,"Peter Pan 
"
28,28,totto_source/dev_json/example-1803.json,Which competitions did Fabrizio Donato win gold medal?,"evidence: |
  The relevant rows contain information about Fabrizio Donato's gold medal wins:
  Year | Competition | Venue | Position | Notes
  2001 | Mediterranean Games | Radès, Tunisia | 1st | 17.05 m
  2009 | European Indoor Championships | Turin, Italy | 1st | 17.59 m (iNR)
  2012 | European Championships | Helsinki, Finland | 1st | 17.63 m (w)
answer: |
  Fabrizio Donato won gold medals at the 2001 Mediterranean Games, 2009 European Indoor Championships, and 2012 European Championships.","Fabrizio Donato won gold medals at the 2001 Mediterranean Games with a record of 17.05 metres and the 2009 European Indoor Championships, a championship record of 17.59 metres.","['2001 Mediterranean Games', '2009 European Indoor Championships', '2012 European Championships'] 
"
29,29,totto_source/train_json/example-4421.json,"Who did Wayne Kerrins play for in the third division, and what seasons did he play for them?","evidence: |
    The relevant rows contain information about Wayne Kerrins' appearances in the Third Division:
    Club | Season | Division | Apps | Goals
    Fulham | 1986-87 | Third Division | 30 | 1
    Fulham | 1987-88 | Third Division | 14 | 0
    Fulham | 1988-89 | Third Division | 4 | 0

answer: |
    Wayne Kerrins played for Fulham in the Third Division during the 1986-87, 1987-88, and 1988-89 seasons, with a total of 48 appearances and 1 goal.","Wayne Kerrins played for Fulham in the Third Division in 1986–87, 1987–88, and 1988–89.","Fulham, 1986-87, 1987-88, 1988-89 
"
30,30,totto_source/train_json/example-569.json,Which albums did Maylee Todd release on the Do Right Music label and in which years?,"evidence: |
  The relevant rows contain information about Maylee Todd's albums released on the Do Right Music label:
  Year | Title | Label | Format
  2010 | Choose Your Own Adventure | Do Right Music | CD
  2011 | Do Right! Serato Pressing featuring Maylee Todd | Do Right Music | 12"" vinyl & digital download
  2013 | Escapology | Do Right Music | CD, LP
  2017 | Acts Of Love | Do Right Music | CD, LP
answer: |
  Maylee Todd released the following albums on the Do Right Music label: ""Choose Your Own Adventure"" in 2010, ""Do Right! Serato Pressing featuring Maylee Todd"" in 2011, ""Escapology"" in 2013, and ""Acts Of Love"" in 2017.",Maylee Todd released her first album Choose Your Own Adventure in 2010 and Escapology in 2013 on the Do Right Music label.,"""Choose Your Own Adventure"" (2010), ""Do Right! Serato Pressing featuring Maylee Todd"" (2011), ""Escapology"" (2013), ""Acts Of Love"" (2017) 
"
31,31,totto_source/train_json/example-1542.json,What did Daniela Ramirez do in 2012?,"evidence: |
  The relevant row contains information about Dania Ramirez's work in 2012:
  Year | Title | Role | Notes
  2012 | American Reunion | Selena | -
  2012 | Premium Rush | Vanessa | -
  answer: |
  In 2012, Dania Ramirez acted in American Reunion as Selena and in Premium Rush as Vanessa.","In 2012, Ramirez appeared in two roles: Selena in American Reunion and Vanessa in Premium Rush.","Acted in American Reunion and Premium Rush 
"
32,32,totto_source/dev_json/example-2254.json,What marathons did Feyisa Lilesa run in 2010?,"evidence: |
  The relevant rows contain information about Feyisa Lilesa's marathons in 2010:
  Year | Competition | Venue | Position | Event | Notes
  2010 | Xiamen International Marathon | Xiamen, China | 1st | Marathon | 2:08:47
  2010 | Rotterdam Marathon | Rotterdam, Netherlands | 4th | Marathon | 2:05:23
  2010 | Chicago Marathon | Chicago, United States | 3rd | Marathon | 2:08:10

answer: |
  In 2010, Feyisa Lilesa ran in the Xiamen International Marathon and finished 1st with a time of 2:08:47, the Rotterdam Marathon and finished 4th with a time of 2:05:23, and the Chicago Marathon and finished 3rd with a time of 2:08:10.","Feyisa Lilesa ran at the 2010 Chicago Marathon, at the 2010 Rotterdam Marathon, and at the Xiamen International Marathon.","Xiamen International Marathon, Rotterdam Marathon, Chicago Marathon 
"
33,33,totto_source/train_json/example-4002.json,"Which of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards, and when were they nominated?","evidence: |
  The relevant rows contain information about Smacksoft's nominations for Best Modern Rock Album at the Korean Music Awards:
  Year | Award | Category | Nominated work | Result | Ref.
  2010 | Korean Music Awards | Best Modern Rock Album | Shines in the Dark | Nominated | -
  2013 | Korean Music Awards | Best Modern Rock Album | Follow Your Heart | Nominated | -
answer: |
  Smacksoft's albums ""Shines in the Dark"" and ""Follow Your Heart"" were nominated for Best Modern Rock Album at the Korean Music Awards, with ""Shines in the Dark"" being nominated in 2010 and ""Follow Your Heart"" being nominated in 2013.",Two of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards: Shines in the Dark in 2010 and Follow Your Heart in 2013.,"""Shines in the Dark"" (2010), ""Follow Your Heart"" (2013) 
"
34,34,totto_source/train_json/example-13556.json,"When did Anthony Alonzo win Metro Manila Film Festival awards and for which works, respectively?","evidence: |
  The relevant rows contain information about Anthony Alonzo's wins at the Metro Manila Film Festival:
  Year | Award Giving Body | Category | Work | Result
  1983 | Metro Manila Film Festival | Best Actor | Bago Kumalat ang Kamandag | Won
  1987 | Metro Manila Film Festival | Best Actor | Anak Badjao | Won

answer: |
  In 1983, Anthony Alonzo won the Best Actor award at the Metro Manila Film Festival for Bago Kumalat ang Kamandag. In 1987, he won the Best Actor award at the Metro Manila Film Festival for Anak Badjao.",Anthony Alonzo won the Best Actor awards from the Metro Manila Film Festival for Bago Kumalat Ang Kamandag in 1983 and for Anak Badjao in 1987.,"['1983, Bago Kumalat ang Kamandag', '1987, Anak Badjao'] 
"
35,35,totto_source/train_json/example-1352.json,What were the lead roles played by Minal Khan in 2017?,"evidence: |
  The relevant rows contain information about Minal Khan's lead roles in 2017:
  Year | Title | Role | Network | Notes
  2017 | Beti To Main Bhi Hun | Haya | Urdu 1 | Debut as Lead
  2017 | Parchayee | Pari | Hum TV | Lead Role
  2017 | Ki Jaana Main Kaun | Meher | Hum TV | Lead Role
answer: |
  In 2017, Minal Khan played lead roles in the following TV titles: Beti To Main Bhi Hun as Haya on Urdu 1, Parchayee as Pari on Hum TV, and Ki Jaana Main Kaun as Meher on Hum TV.",Khan's first lead role was in Urdu 1's Beti To Main Bhi Hun (2017) as Haya and followed with another lead role in Hum TV's Parchayee as Pari.,"'Haya', 'Pari', 'Meher' 
"
36,36,totto_source/train_json/example-9976.json,What were the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011?,"evidence: |
  The relevant rows contain information about New Medicine's singles and their peak positions on the U.S. Mainstream chart in 2010 and 2011:
  Year | Title | Peak Positions | Peak Positions | Album
  Year | Title | U.S. Main. | U.S. Rock | Album
  2010 | ""Laid"" | 32 | — | Race You to the Bottom
  2011 | ""Race You to the Bottom"" | 19 | 40 | Race You to the Bottom
  answer: |
  The peak positions on the U.S. Mainstream chart for New Medicine's singles ""Laid"" and ""Race You to the Bottom"" released in 2010 and 2011 are 32 and 19, respectively.","""Laid"" hit number 32, ""Race You to the Bottom"" hit number 19 and Rich Kids"" hit number 31 on the Mainstream chart.","32, 19 
"
37,37,totto_source/dev_json/example-2126.json,What were the results of the 1956 United States presidential election in Wyoming?,"evidence: |
  The relevant rows contain the results of the 1956 United States presidential election in Wyoming:
  Party | Party | Candidate | Votes | %
  - | Republican | Dwight D. Eisenhower (inc.) | 74,573 | 60.08%
  - | Democratic | Adlai Stevenson | 49,554 | 39.92%
  Total votes | Total votes | Total votes | 124,127 | 100.00%

answer: |
  In the 1956 United States presidential election in Wyoming, Dwight D. Eisenhower of the Republican party received 74,573 votes, making up 60.08% of the total votes. Adlai Stevenson of the Democratic party received 49,554 votes, making up 39.92% of the total votes. The total number of votes was 124,127.","Wyoming was won by Dwight D. Eisenhower with 60.08% of the vote, against Adlai Stevenson with 39.92% of the vote.","Dwight D. Eisenhower, 60.08%, Adlai Stevenson, 39.92% 
"
38,38,totto_source/train_json/example-7846.json,How was Hawkins doing in the 2014 Commonwealth Games?,"evidence: |
  The relevant row contains information about Callum Hawkins' performance in the 2014 Commonwealth Games:
  Year | Competition | Venue | Position | Event | Notes
  2014 | Commonwealth Games | Glasgow, United Kingdom | 20th | 10,000 m | 29:12.52
  answer: |
  In the 2014 Commonwealth Games, Callum Hawkins finished 20th in the 10,000 m event with a time of 29:12.52.","Hawkins competed at the 2014 Commonwealth Games held in Glasgow in the 10,000 metres, finishing 20th.","20th in the 10,000 m event 
"
