,index,table_id,question,response,answer,output
10,10,totto_source/train_json/example-9029.json,What shows did Marisol Nichols appear in during 1996?,"Reasoning: To determine when Art Howe coached the Yale Bulldogs and what his overall record was with the team, we need to look for the rows where the 'Team' column value is 'Yale'. There are two such rows, both with the 'Year' value of 1912. The 'Overall' column value for both of these rows is '7–1–1'. Therefore, Art Howe coached the Yale Bulldogs in the year 1912 and his overall record with the team was 7-1-1.

Answer: ['1912', '7–1–1']","In 1996, Marisol Nichols appeared in My Guys, Due South, and Beverly Hills, 90210.","Not enough information provided. 
"
11,11,totto_source/train_json/example-2363.json,How did the last two finishers perform in the Women's 800 metre freestyle?,"Reasoning: To answer this question, we need to look at the last two finishers in the Women's 800 metre freestyle final table. The last two finishers are ranked 7 and 8, and their corresponding names, lanes, times, and notes are provided.

Answer: [
  {
    ""Rank"": 7,
    ""Lane"": 2,
    ""Name"": ""Lotte Friis"",
    ""Nationality"": ""Denmark"",
    ""Time"": ""8:24.50"",
    ""Notes"": ""-""
  },
  {
    ""Rank"": 8,
    ""Lane"": 1,
    ""Name"": ""Sarah Köhler"",
    ""Nationality"": ""Germany"",
    ""Time"": ""8:27.75"",
    ""Notes"": ""-""
  }
]",Denmark's Lotte Friis recorded a time of 8:24.50 and Germany's Sarah Köhler recorded a time of 8:27.75 at the Olympics.,"Lotte Friis, Sarah Köhler 
"
12,12,totto_source/train_json/example-13458.json,How did the Unionist Candidate perform in the East Antrim election in the 1910's?,"Reasoning: To determine how the Unionist candidate performed in the East Antrim election in the 1910s, we need to look at the 'Party' column for the Unionist party, the 'Candidate' column for the Unionist candidate, and the 'Votes' and '%' columns. From the table, the Unionist candidate is Robert McCalmont, who received 15,206 votes, which is 94.6% of the total votes.
Answer: [""Robert McCalmont"", 15206, 94.6] or ""Robert McCalmont received 94.6% of the votes (15,206 votes) in the East Antrim election in the 1910s.""","The Unionist candidate had a victory by 15,206 votes to Sinn Féin's 861 votes.","Robert McCalmont, 94.6% 
"
13,13,totto_source/train_json/example-4916.json,Who finished 2nd at the 2014 Commonwealth games and what time did they achieve?,"Reasoning: To find out who finished 2nd at the 2014 Commonwealth Games and what time they achieved, we need to look for the row with the year 2014, the competition ""Commonwealth Games"", and the position ""2nd"". The relevant row is: 2014 | Commonwealth Games | Glasgow, Scotland | 2nd | 100m | 10.10. Therefore, Adam Gemili finished 2nd at the 2014 Commonwealth Games with a time of 10.10.

Answer: [""Adam Gemili"", ""10.10""]","In the 2014 Commonwealth Games, Gemili finished the 100m in second position with a time of 10.10 seconds.","Adam Gemili, 10.10 
"
14,14,totto_source/train_json/example-13369.json,"When was ""I've Got a Feeling"" released?","Reasoning: ""To determine when 'I've Got a Feeling' was released, we need to look at the 'Date' column in the table. The table lists release dates for different regions, and the earliest date listed is for the United States on October 7, 1997. Therefore, 'I've Got a Feeling' was released on October 7, 1997.""

Answer: [""October 7, 1997""]","""I've Got a Feeling"" was released, through Atlantic, in the United States on October 7, 1997 and in Australia in 1998.","October 7, 1997 
"
15,15,totto_source/train_json/example-6138.json,What and when were Tom Felton's first two roles?,"Reasoning: ""To determine when 'I've Got a Feeling' was released, we need to look at the 'Date' column in the table. The table lists release dates for different regions, and the earliest date listed is for the United States on October 7, 1997. Therefore, 'I've Got a Feeling' was released on October 7, 1997.""

Answer: [""October 7, 1997""]",Tom Felton made his debut in the role of Peagreen Clock in The Borrowers in 1997 and portrayed Louis T. Leonowens in Anna and the King in 1999.,"Not enough information provided. 
"
16,16,totto_source/train_json/example-4815.json,What were the results of the 1990 Colorado gubernatorial election?,"Reasoning: ""To determine the results of the 1990 Colorado gubernatorial election, we need to look at the 'Party', 'Candidate', 'Votes', and '%' columns. The Democratic Party, with candidate Roy Romer, received 61.89% of the votes (626,032 votes). The Republican Party, with candidate John Andrews, received 35.43% of the votes (358,403 votes). The Libertarian Party, with candidate David Aitken, received 1.87% of the votes (18,930 votes). The Prohibition Party, with candidate David Livingston, received 0.78% of the votes (7,907 votes). The majority was 267,629 votes, and the turnout was 1,011,272. The Democratic Party held the governorship, and there was no reported swing.""

Answer: ""The Democratic Party, with candidate Roy Romer, received 61.89% of the votes. The Republican Party, with candidate John Andrews, received 35.43% of the votes. The Libertarian Party, with candidate David Aitken, received 1.87% of the votes. The Prohibition Party, with candidate David Livingston, received 0.78% of the votes. The majority was 267,629 votes, and the turnout was 1,011,272. The Democratic Party held the governorship, and there was no reported swing.""","Democrat Roy Romer defeated Republican nominee, John Andrews with 61.89% of the vote.","Roy Romer won with 61.89% of the vote. 
"
17,17,totto_source/train_json/example-13344.json,"In the 86th United States Congress, What date was the end of Richard M. Simpson's service, and who was his successor?","Reasoning: To determine the end of Richard M. Simpson's service and his successor, we need to look at the row with the district corresponding to his seat - Pennsylvania 18th. The relevant row is:

Pennsylvania 18th | Richard M. Simpson (R) | Died January 7, 1960 | Douglas H. Elliott (R) | April 26, 1960

According to the table, Richard M. Simpson died on January 7, 1960, and his successor was Douglas H. Elliott, who was formally installed on April 26, 1960.

Answer: [""January 7, 1960"", ""Douglas H. Elliott (R)""]","In the 86th United States Congress, Richard M. Simpson (R) served until January 7, 1960 and was succeeded by Douglas H. Elliott (R) on April 26, 1960, who served until June 19, 1960.","[""January 7, 1960"", ""Douglas H. Elliott (R)""] 
"
18,18,totto_source/train_json/example-2382.json,"What roles did Sandra Peabody play in Tarot and Annie Get Your Gun, respectively?","Reasoning: To determine the roles Sandra Peabody played in Tarot and Annie Get Your Gun, we need to look at the rows with the titles ""Tarot"" and ""Annie Get Your Gun"" and extract the ""Role"" column values. The relevant rows are: 1970: Tarot: The Sun - 1973-1974: Annie Get Your Gun: Minnie. Therefore, Sandra Peabody played the role of The Sun in Tarot and Minnie in Annie Get Your Gun.

Answer: [""The Sun"", ""Minnie""]","Peabody appeared as The Sun in an Off-Broadway production of Tarot (1970), which she followed with the role as Minnie in Annie Get Your Gun (1973-1974).","[""The Sun"", ""Minnie""] 
"
19,19,totto_source/dev_json/example-1788.json,How close was Texas' 21st congressional district election?,"Reasoning: To determine how close the election for Texas's 21st congressional district was, we need to compare the percentage points of the candidates. The difference between the winning candidate's percentage (Republican Lamar Smith) and the runner-up (Democratic Lainey Melnick) is 27.9 - 68.9 = 41.0. This means that the Republican candidate received approximately 41.0 percentage points more votes than the Democratic candidate. The closer this number is to 0, the closer the election. In this case, the election was not particularly close.

Answer: 41.0","In the Texas's 21st congressional district election, Lamar Smith defeated Lainey Melnick with 68.9 percent of the vote, with a majority of 96929 votes.","41.0 percentage points 
"
20,20,totto_source/train_json/example-9366.json,What are all the non-Leo awards for which Rickards received a solo nomination?,"Reasoning: To determine how close the election for Texas's 21st congressional district was, we need to compare the percentage points of the candidates. The difference between the winning candidate's percentage (Republican Lamar Smith) and the runner-up (Democratic Lainey Melnick) is 27.9 - 68.9 = 41.0. This means that the Republican candidate received approximately 41.0 percentage points more votes than the Democratic candidate. The closer this number is to 0, the closer the election. In this case, the election was not particularly close.

Answer: 41.0","Rickards has been nominated for five Teen Choice Awards: four for Choice TV Actress in Fantasy, Sci-Fi, or Action, and one for Female Breakout Star in 2014.","Not enough information provided. 
"
21,21,totto_source/train_json/example-3894.json,What films did Aaron Taylor-Johnson appear in in 2017 and 2018?,"Reasoning: To determine how close the election for Texas's 21st congressional district was, we need to compare the percentage points of the candidates. The difference between the winning candidate's percentage (Republican Lamar Smith) and the runner-up (Democratic Lainey Melnick) is 27.9 - 68.9 = 41.0. This means that the Republican candidate received approximately 41.0 percentage points more votes than the Democratic candidate. The closer this number is to 0, the closer the election. In this case, the election was not particularly close.

Answer: 41.0","In 2017, Aaron Taylor-Johnson appeared in Doug Liman's The Wall and, in 2018, appeared in Outlaw King as well as A milliom Little Pieces.","Not enough information provided. 
"
22,22,totto_source/dev_json/example-2033.json,How many Best Actress Awards did Choi win in 1994 and where were they from?,"Reasoning: To determine how close the election for Texas's 21st congressional district was, we need to compare the percentage points of the candidates. The difference between the winning candidate's percentage (Republican Lamar Smith) and the runner-up (Democratic Lainey Melnick) is 27.9 - 68.9 = 41.0. This means that the Republican candidate received approximately 41.0 percentage points more votes than the Democratic candidate. The closer this number is to 0, the closer the election. In this case, the election was not particularly close.

Answer: 41.0","Choi received 2 Best Actress awards for Rosy Life, one at the 16th Three Continents Festival and the other in the 15th Blue Dragon Film Awards.","Not enough information provided. 
"
23,23,totto_source/dev_json/example-1769.json,What year was Rosie Huntington-Whiteley most successful?,"Reasoning: To determine the year that Rosie Huntington-Whiteley was most successful, we need to consider the number of awards and nominations she received in each year. The year with the most awards and/or nominations would be her most successful year.

In 2009, she won the Elle Style Awards for Model of the Year.

In 2011, she won three awards: Glamour Awards (Editor's Special Award), Guys Choice (Our New Girlfriend), and CinemaCon Awards (Female Star of Tomorrow). She was also nominated for Teen Choice Awards (Choice Movie Actress: Summer) and Golden Raspberry Awards (Worst Supporting Actress and Worst Screen Couple). That makes a total of 5 awards and nominations.

In 2012, she was nominated for two Golden Raspberry Awards (Worst Supporting Actress and Worst Screen Couple). That makes a total of 2 awards and nominations.

In 2014, she won the Harper's Bazaar Women of the Year for Model of the Year.

In 2015, she won the Elle Style Awards for Model of the Year.

In 2016, she won the Harper's Bazaar Women of the Year for Businesswoman of the Year, but was only nominated for the Gold Derby Awards (Best Ensemble Cast) for Mad Max: Fury Road which she shared with the cast. That makes a total of 1 award and nomination.

Comparing the years, 2011 has the most awards and nominations with a total of 5. Therefore, that would be Rosie Huntington-Whiteley's most successful year.

Answer: 2011",In 2011 Rosie Huntington-Whiteley won 3 awards and was nominated for the Teen Choice Awards Choice Movie Actress: Summer award.,"2011 
"
24,24,totto_source/train_json/example-823.json,Who were the top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles?,"Reasoning: To find out who were the top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles, we need to look at the 'Rank' column and find the top 2 positions. The relevant rows are:

1. Harrison Dillard, United States, 13.91, OR
2. Jack Davis, United States, 14.00, -

Answer: [""Harrison Dillard"", ""Jack Davis""]",Automatic timing showed Dillard had a time of 13.91 and Davis recorded a time of 14.00.,"[""Harrison Dillard"", ""Jack Davis""] 
"
25,25,totto_source/dev_json/example-32.json,What movies and roles did Morris play in 1997?,"Reasoning: To determine the movies and roles Haviland Morris played in 1997, we need to look at the rows with the year '1997' and extract the 'Title' and 'Role' column values. The relevant rows are: 1997: The Fifth Element: Korben Dallas's mother - 1997: Home Alone 3: Karen Pruitt. Therefore, Haviland Morris played the roles Korben Dallas's mother in The Fifth Element and Karen Pruitt in Home Alone 3 in 1997.

Answer: [{""Title"": ""The Fifth Element"", ""Role"": ""Korben Dallas's mother""}, {""Title"": ""Home Alone 3"", ""Role"": ""Karen Pruitt""}]",Morris played Korben Dallas's mother in The Fifth Element and Karen Pruitt in Home Alone 3 in 1997.,"""The Fifth Element"", ""Korben Dallas's mother"", ""Home Alone 3"", ""Karen Pruitt"" 
"
26,26,totto_source/train_json/example-82.json,Who received the silver and bronze medals for the women's 400 metres hurdles at the 1992 Summer Olympics?,"Reasoning: To determine who received the silver and bronze medals for the women's 400 metres hurdles at the 1992 Summer Olympics, we need to look at the second and third ranks in the table. The second rank went to Sandra Farmer-Patrick (USA) with a time of 53.69 and the third rank went to Janeene Vickers (USA) with a time of 54.31.

Answer: [""Sandra Farmer-Patrick (USA)"", ""Janeene Vickers (USA)""]","Farmer-Patrick was in second, winning silver in 53.69 secs, while Vickers narrowly held on for the bronze medal from Ledovskaya, both being timed at 54.31 secs.","[""Sandra Farmer-Patrick (USA)"", ""Janeene Vickers (USA)""] 
"
27,27,totto_source/dev_json/example-1261.json,What did Kathryn Beaumont star in 1953?,"Reasoning: To determine who received the silver and bronze medals for the women's 400 metres hurdles at the 1992 Summer Olympics, we need to look at the second and third ranks in the table. The second rank went to Sandra Farmer-Patrick (USA) with a time of 53.69 and the third rank went to Janeene Vickers (USA) with a time of 54.31.

Answer: [""Sandra Farmer-Patrick (USA)"", ""Janeene Vickers (USA)""]",Kathryn Beaumont starred in the voice role of Wendy Darling in Peter Pan (1953).,"Not enough information provided. 
"
28,28,totto_source/dev_json/example-1803.json,Which competitions did Fabrizio Donato win gold medal?,"Reasoning: To determine which competitions Fabrizio Donato won the gold medal, we need to look at the 'Position' column for the value '1st'. The relevant rows are: 2001: Mediterranean Games: 1st - 2009: European Indoor Championships: 1st - 2011: European Indoor Championships: 2nd - 2012: European Championships: 1st - 2012: Olympic Games: 3rd - 2017: European Indoor Championships: 2nd. Therefore, Fabrizio Donato won gold medals in the Mediterranean Games in 2001, European Indoor Championships in 2009 and 2017, European Championships in 2012, and Olympic Games in 2012.

Answer: [[""Mediterranean Games"", ""2001""], [""European Indoor Championships"", ""2009""], [""European Indoor Championships"", ""2017""], [""European Championships"", ""2012""], [""Olympic Games"", ""2012""]]","Fabrizio Donato won gold medals at the 2001 Mediterranean Games with a record of 17.05 metres and the 2009 European Indoor Championships, a championship record of 17.59 metres.","Mediterranean Games, European Indoor Championships, European Championships, Olympic Games 
"
29,29,totto_source/train_json/example-4421.json,"Who did Wayne Kerrins play for in the third division, and what seasons did he play for them?","Reasoning: To determine which teams Wayne Kerrins played for in the Third Division and which seasons those were, we need to look for rows where the 'Club' column is either Fulham and the 'Division' column is Third Division. From the provided context, we can see that Wayne Kerrins played for Fulham in the Third Division during the 1986-87 and 1987-88 seasons.

Answer: [""Fulham"", ""1986-87"", ""1987-88""]","Wayne Kerrins played for Fulham in the Third Division in 1986–87, 1987–88, and 1988–89.","Fulham, 1986-87, 1987-88 
"
30,30,totto_source/train_json/example-569.json,Which albums did Maylee Todd release on the Do Right Music label and in which years?,"Reasoning: To find out which albums Maylee Todd released on the Do Right Music label and in which years, we need to look for the rows where the 'Label' column is equal to 'Do Right Music'. The relevant rows are: 2010: Choose Your Own Adventure - 2011: Do Right! Serato Pressing featuring Maylee Todd - 2013: Escapology - 2017: Acts Of Love. Therefore, Maylee Todd released the albums 'Choose Your Own Adventure' in 2010, 'Do Right! Serato Pressing featuring Maylee Todd' in 2011, 'Escapology' in 2013, and 'Acts Of Love' in 2017 on the Do Right Music label.

Answer: ['Choose Your Own Adventure' (2010), 'Do Right! Serato Pressing featuring Maylee Todd' (2011), 'Escapology' (2013), 'Acts Of Love' (2017)]",Maylee Todd released her first album Choose Your Own Adventure in 2010 and Escapology in 2013 on the Do Right Music label.,"['Choose Your Own Adventure' (2010), 'Do Right! Serato Pressing featuring Maylee Todd' (2011), 'Escapology' (2013), 'Acts Of Love' (2017)] 
"
31,31,totto_source/train_json/example-1542.json,What did Daniela Ramirez do in 2012?,"Reasoning: To determine what Dania Ramirez did in 2012, we need to look for the row with the year '2012' and examine the 'Title' and 'Role' columns. The relevant row is: 2012 | Premium Rush | Vanessa - Therefore, Dania Ramirez played the role of Vanessa in Premium Rush in 2012.
Answer: [""Vanessa""]","In 2012, Ramirez appeared in two roles: Selena in American Reunion and Vanessa in Premium Rush.","Vanessa 
"
32,32,totto_source/dev_json/example-2254.json,What marathons did Feyisa Lilesa run in 2010?,"Reasoning: To find out the marathons Feyisa Lilesa ran in 2010, we need to look for the rows containing the year '2010' and extract the 'Competition' column values where the 'Event' is 'Marathon'. The relevant rows are: 2010 | Xiamen International Marathon | Xiamen, China | 1st | Marathon | - and 2010 | Rotterdam Marathon | Rotterdam, Netherlands | 4th | Marathon | -. Therefore, Feyisa Lilesa ran the Xiamen International Marathon and the Rotterdam Marathon in 2010.

Answer: [""Xiamen International Marathon"", ""Rotterdam Marathon""]","Feyisa Lilesa ran at the 2010 Chicago Marathon, at the 2010 Rotterdam Marathon, and at the Xiamen International Marathon.","[""Xiamen International Marathon"", ""Rotterdam Marathon""] 
"
33,33,totto_source/train_json/example-4002.json,"Which of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards, and when were they nominated?","Reasoning: To find out the marathons Feyisa Lilesa ran in 2010, we need to look for the rows containing the year '2010' and extract the 'Competition' column values where the 'Event' is 'Marathon'. The relevant rows are: 2010 | Xiamen International Marathon | Xiamen, China | 1st | Marathon | - and 2010 | Rotterdam Marathon | Rotterdam, Netherlands | 4th | Marathon | -. Therefore, Feyisa Lilesa ran the Xiamen International Marathon and the Rotterdam Marathon in 2010.

Answer: [""Xiamen International Marathon"", ""Rotterdam Marathon""]",Two of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards: Shines in the Dark in 2010 and Follow Your Heart in 2013.,"Not enough information provided. 
"
34,34,totto_source/train_json/example-13556.json,"When did Anthony Alonzo win Metro Manila Film Festival awards and for which works, respectively?","Reasoning: To determine when Anthony Alonzo won the Metro Manila Film Festival awards and for which works, we need to look at the rows where the ""Award Giving Body"" column value is ""Metro Manila Film Festival"". The relevant rows are:

- 1983: Metro Manila Film Festival: Best Actor: Bago Kumalat ang Kamandag: Won
- 1987: Metro Manila Film Festival: Best Actor: Anak Badjao: Won

Therefore, Anthony Alonzo won the Metro Manila Film Festival awards in 1983 for ""Bago Kumalat ang Kamandag"" and in 1987 for ""Anak Badjao"", respectively.

Answer: [""1983"", ""Bago Kumalat ang Kamandag""], [""1987"", ""Anak Badjao""]",Anthony Alonzo won the Best Actor awards from the Metro Manila Film Festival for Bago Kumalat Ang Kamandag in 1983 and for Anak Badjao in 1987.,"['1983', 'Bago Kumalat ang Kamandag'], ['1987', 'Anak Badjao'] 
"
35,35,totto_source/train_json/example-1352.json,What were the lead roles played by Minal Khan in 2017?,"Reasoning: To determine the lead roles played by Minal Khan in 2017, we need to find the rows in the table with the year 2017 and the 'Role' column value of 'Lead'. The relevant rows are:
- 2017: Sun Yaara: Hina Afaq
- 2017: Malkin: Semi
- 2017: Beti To Main Bhi Hun: Haya (Debut as Lead)
- 2017: Laut Ke Chalay Aana: Khadija
- 2017: Dil Nawaz: Kiran (Super-natural series)
- 2017: Parchayee: Pari (Lead Role)

In 2017, Minal Khan had 3 lead roles and 2 supporting roles. The lead roles she played in 2017 are Hina Afaq in Sun Yaara, Semi in Malkin, Haya in Beti To Main Bhi Hun, and Pari in Parchayee.

Answer: [""Hina Afaq"", ""Semi"", ""Haya"", ""Pari""]",Khan's first lead role was in Urdu 1's Beti To Main Bhi Hun (2017) as Haya and followed with another lead role in Hum TV's Parchayee as Pari.,"[""Hina Afaq"", ""Semi"", ""Haya"", ""Pari""] 
"
36,36,totto_source/train_json/example-9976.json,What were the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011?,"Reasoning: To find the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011, we need to look at the rows with the years 2010 and 2011 and extract the 'Peak Positions' column values in the 'U.S. Main.' column. The relevant rows are: 2010: ""Laid"": 32 - 2011: ""Race You to the Bottom"": 19 - 2011: ""Rich Kids"": 31. Therefore, the Peak Positions on the Mainstream chart of three New Medicine's singles in 2010 and 2011 are [32, 19, 31].

Answer: [32, 19, 31]","""Laid"" hit number 32, ""Race You to the Bottom"" hit number 19 and Rich Kids"" hit number 31 on the Mainstream chart.","[32, 19, 31] 
"
37,37,totto_source/dev_json/example-2126.json,What were the results of the 1956 United States presidential election in Wyoming?,"Reasoning: To answer the question, we need to extract the relevant information from the table provided. The table displays the results of the 1956 United States presidential election in Wyoming.

The Party column includes two entries, Republican and Democratic, and their respective candidates are Dwight D. Eisenhower (inc.) and Adlai Stevenson. The Votes column shows the number of votes each candidate received.

To calculate the percentage of votes they received, we can use the following formulas:
- Dwight D. Eisenhower's percentage = Votes for Eisenhower / Total Votes * 100.00%
- Adlai Stevenson's percentage = Votes for Stevenson / Total Votes * 100.00%

Using the data from the table, Dwight D. Eisenhower received 74,573 votes, and Adlai Stevenson received 49,554 votes. The total votes were 124,127. Therefore, Dwight D. Eisenhower received 60.08% of the votes, and Adlai Stevenson received 39.92% of the votes.

Answer: The results of the 1956 United States presidential election in Wyoming are:
- Republican candidate Dwight D. Eisenhower (inc.) received 60.08% of the votes (74,573 votes).
- Democratic candidate Adlai Stevenson received 39.92% of the votes (49,554 votes).

The total number of votes was 124,127, which represents 100.00% of the votes.","Wyoming was won by Dwight D. Eisenhower with 60.08% of the vote, against Adlai Stevenson with 39.92% of the vote.","Dwight D. Eisenhower (60.08%), Adlai Stevenson (39.92%) 
"
38,38,totto_source/train_json/example-7846.json,How was Hawkins doing in the 2014 Commonwealth Games?,"Reasoning: To answer the question, we need to extract the relevant information from the table provided. The table displays the results of the 1956 United States presidential election in Wyoming.

The Party column includes two entries, Republican and Democratic, and their respective candidates are Dwight D. Eisenhower (inc.) and Adlai Stevenson. The Votes column shows the number of votes each candidate received.

To calculate the percentage of votes they received, we can use the following formulas:
- Dwight D. Eisenhower's percentage = Votes for Eisenhower / Total Votes * 100.00%
- Adlai Stevenson's percentage = Votes for Stevenson / Total Votes * 100.00%

Using the data from the table, Dwight D. Eisenhower received 74,573 votes, and Adlai Stevenson received 49,554 votes. The total votes were 124,127. Therefore, Dwight D. Eisenhower received 60.08% of the votes, and Adlai Stevenson received 39.92% of the votes.

Answer: The results of the 1956 United States presidential election in Wyoming are:
- Republican candidate Dwight D. Eisenhower (inc.) received 60.08% of the votes (74,573 votes).
- Democratic candidate Adlai Stevenson received 39.92% of the votes (49,554 votes).

The total number of votes was 124,127, which represents 100.00% of the votes.","Hawkins competed at the 2014 Commonwealth Games held in Glasgow in the 10,000 metres, finishing 20th.","Not enough information provided. 
"
39,39,totto_source/dev_json/example-319.json,Did Joshua Jackson ever star in the Simpsons?,"Reasoning: To determine if Joshua Jackson ever starred in The Simpsons, we need to look for a row in the table with the title The Simpsons and check if Joshua Jackson is listed in the 'Role' column. The relevant row is: 2000 | The Simpsons | Jesse Grass - Since Joshua Jackson is listed in the 'Role' column for the row with the title The Simpsons, it can be confirmed that he did star in The Simpsons.

Answer: [""Yes, he did star in The Simpsons as Jesse Grass""]","In 2000, Joshua Jackson starred in The Simpsons, voicing the character of Jesse Grass in the episode ""Lisa the Tree Hugger"".","Yes 
"
