,Unnamed: 0,index,table_id,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
10,10,10,totto_source/train_json/example-9029.json,What shows did Marisol Nichols appear in during 1996?,"```json
{
 ""decomposition"": {
  ""sq1"": ""Identify the rows that correspond to the year 1996.""
 },
 ""answers"": {
  ""Answer to sq1"": ""The following rows correspond to the year 1996:\n1996 | My Guys | Angela | TV Pilot\n1996 | Due South | Melissa | Episode: \""Some Like It Red\""\n1996 | Beverly Hills, 90210 | Wendy Stevens | Episode: \""Ray of Hope\""""
 },
 ""final_answer"": ""My Guys, Due South, Beverly Hills, 90210""
}
```","In 1996, Marisol Nichols appeared in My Guys, Due South, and Beverly Hills, 90210.","My Guys, Due South, Beverly Hills, 90210 
","in 1996, marisol nichols appeared in my guys, due south, and beverly hills, 90210","my guys, due south, beverly hills, 90210",66.66666666666666,0.0
11,11,11,totto_source/train_json/example-2363.json,How did the last two finishers perform in the Women's 800 metre freestyle?,"```json
{
 ""decomposition"": {
  ""sq1"": ""Identify the last two finishers in the Women's 800 meter freestyle."",
  ""sq2"": ""Identify the times and notes for each of the last two finishers.""
 },
 ""answers"": {
  ""sq1"": ""The last two finishers were Sarah Köhler and Lotte Friis."",
  ""sq2"": ""Sarah Köhler finished in 8:27.75 with no notes, and Lotte Friis finished in 8:24.50 with no notes.""
 },
 ""final_answer"": ""Sarah Köhler finished in 8:27.75 with no notes, and Lotte Friis finished in 8:24.50 with no notes.""
}
```",Denmark's Lotte Friis recorded a time of 8:24.50 and Germany's Sarah Köhler recorded a time of 8:27.75 at the Olympics.,"Sarah Köhler 8:27.75, Lotte Friis 8:24.50 
",denmark's lotte friis recorded a time of 8:24.50 and germany's sarah köhler recorded a time of 8:27.75 at the olympics,"sarah köhler 8:27.75, lotte friis 8:24.50",52.17391304347826,0.0
12,12,12,totto_source/train_json/example-13458.json,How did the Unionist Candidate perform in the East Antrim election in the 1910's?,"decomposition: |
    sq1. Identify the row that contains information about the Unionist Candidate's performance in the election. (independent)
    sq2. Extract the candidate's votes, percentage, and swing from the relevant row. (depends on sq1)
  answers: |
    Answer to sq1: The relevant row is:
      - | Irish Unionist | Robert McCalmont | 15,206 | 94.6 | N/A
    Answer to sq2: The Unionist Candidate, Robert McCalmont, received 15,206 votes, representing 94.6% of the total vote, and there was no swing.
  final_answer: Robert McCalmont, the Unionist Candidate, received 15,206 votes, representing 94.6% of the total vote, and there was no swing. 
","The Unionist candidate had a victory by 15,206 votes to Sinn Féin's 861 votes.","15,206 votes, 94.6%, no swing 
","the unionist candidate had a victory by 15,206 votes to sinn féin's 861 votes","15,206 votes, 94.6%, no swing",23.52941176470588,0.0
13,13,13,totto_source/train_json/example-4916.json,Who finished 2nd at the 2014 Commonwealth games and what time did they achieve?,"```json
  decomposition: |
    sq1. What was the time achieved in the 2014 Commonwealth Games 100m race? (independent)
    sq2. What was the position of Adam Gemili in the 2014 Commonwealth Games 100m race? (independent)
  answers: |
    Answer to sq1: 10.10
    Answer to sq2: 2nd
  final_answer: Adam Gemili, 10.10
```","In the 2014 Commonwealth Games, Gemili finished the 100m in second position with a time of 10.10 seconds.","Adam Gemili, 10.10 
","in the 2014 coonwealth games, gemili finished the 100m in second position with a time of 10.10 seconds","adam gemili, 10.10",22.22222222222222,0.0
14,14,14,totto_source/train_json/example-13369.json,"When was ""I've Got a Feeling"" released?","```json
{
 ""decomposition"": {
  ""sq1"": ""What is the date of release for the song \""I've Got a Feeling\"" in the United States? (independent)""
 },
 ""answers"": {
  ""Answer to sq1"": ""October 7, 1997""
 },
 ""final_answer"": ""October 7, 1997""
}
```","""I've Got a Feeling"" was released, through Atlantic, in the United States on October 7, 1997 and in Australia in 1998.","October 7, 1997 
","i've got a feeling was released, through atlantic, in the united states on october 7, 1997 and in australia in 1998","october 7, 1997",27.27272727272727,0.0
15,15,15,totto_source/train_json/example-6138.json,What and when were Tom Felton's first two roles?,"```json
  decomposition: |
    sq1. What was Tom Felton's first role? (independent)
    sq2. When was Tom Felton's first role? (depends on sq1)
    sq3. What was Tom Felton's second role? (depends on sq1)
    sq4. When was Tom Felton's second role? (depends on sq3)
  answers: |
    Answer to sq1: Peagreen Clock
    Answer to sq2: 1997
    Answer to sq3: Louis T. Leonowens
    Answer to sq4: 1999
  final_answer: Peagreen Clock in 1997 and Louis T. Leonowens in 1999.
```",Tom Felton made his debut in the role of Peagreen Clock in The Borrowers in 1997 and portrayed Louis T. Leonowens in Anna and the King in 1999.,"Peagreen Clock, 1997, Louis T. Leonowens, 1999 
",tom felton made his debut in the role of peagreen clock in the borrowers in 1997 and portrayed louis t. leonowens in anna and the king in 1999,"peagreen clock, 1997, louis t. leonowens, 1999",43.75000000000001,0.0
16,16,16,totto_source/train_json/example-4815.json,What were the results of the 1990 Colorado gubernatorial election?,"```json
{
 ""decomposition"": {
  ""sq1"": ""What was the number of votes each candidate received?"",
  ""sq2"": ""What percentage of the vote did each candidate receive?"",
  ""sq3"": ""What was the total number of votes cast in the election?"",
  ""sq4"": ""What was the turnout for the election?"",
  ""sq5"": ""What was the margin of victory for the winner?""
 },
 ""answers"": {
  ""Answer to sq1"": {
   ""Roy Romer"": ""626,032"",
   ""John Andrews"": ""358,403"",
   ""David Aitken"": ""18,930"",
   ""David Livingston"": ""7,907""
  },
  ""Answer to sq2"": {
   ""Roy Romer"": ""61.89%"",
   ""John Andrews"": ""35.43%"",
   ""David Aitken"": ""1.87%"",
   ""David Livingston"": ""0.78%""
  },
  ""Answer to sq3"": ""1,011,272"",
  ""Answer to sq4"": ""1,011,272"",
  ""Answer to sq5"": ""267,629""
 },
 ""final_answer"": ""In the 1990 Colorado gubernatorial election, Roy Romer (Democratic) won with 626,032 votes (61.89%), defeating John Andrews (Republican) who received 358,403 votes (35.43%). David Aitken (Libertarian) received 18,930 votes (1.87%) and David Livingston (Prohibition) received 7,907 votes (0.78%). The total number of votes cast was 1,011,272, with a turnout of 1,011,272. Romer's margin of victory was 267,629 votes.""
}
```","Democrat Roy Romer defeated Republican nominee, John Andrews with 61.89% of the vote.","Roy Romer won with 626,032 votes. 
","democrat roy romer defeated republican nominee, john andrews with 61.89% of the vote","roy romer won with 626,032 votes",33.33333333333333,0.0
17,17,17,totto_source/train_json/example-13344.json,"In the 86th United States Congress, What date was the end of Richard M. Simpson's service, and who was his successor?","  decomposition: |
    sq1. Identify the row that contains information about Richard M. Simpson. (independent)
    sq2. Extract the Date of successor's formal installation from the identified row. (depends on sq1)
    sq3. Extract the Successor from the identified row. (depends on sq1)
  answers: |
    Answer to sq1: The relevant row is: Pennsylvania 18th | Richard M. Simpson (R) | Died January 7, 1960 | Douglas H. Elliott (R) | April 26, 1960
    Answer to sq2: April 26, 1960
    Answer to sq3: Douglas H. Elliott
  final_answer: April 26, 1960, Douglas H. Elliott. 
","In the 86th United States Congress, Richard M. Simpson (R) served until January 7, 1960 and was succeeded by Douglas H. Elliott (R) on April 26, 1960, who served until June 19, 1960.","April 26, 1960, Douglas H. Elliott 
","in the 86 united states congress, richard m. simpson (r) served until january 7, 1960 and was succeeded by douglas h. elliott (r) on april 26, 1960, who served until june 19, 1960","april 26, 1960, douglas h. elliott",31.57894736842105,0.0
18,18,18,totto_source/train_json/example-2382.json,"What roles did Sandra Peabody play in Tarot and Annie Get Your Gun, respectively?","```json
  decomposition: |
    sq1. What role did Sandra Peabody play in Tarot? (independent)
    sq2. What role did Sandra Peabody play in Annie Get Your Gun? (independent)
  answers: |
    Answer to sq1: The Sun
    Answer to sq2: Minnie
  final_answer: The Sun, Minnie
```","Peabody appeared as The Sun in an Off-Broadway production of Tarot (1970), which she followed with the role as Minnie in Annie Get Your Gun (1973-1974).","The Sun, Minnie 
",peabody appeared as the sun in an off-broadway production of tarot,"the sun, minnie",18.18181818181818,0.0
19,19,19,totto_source/dev_json/example-1788.json,How close was Texas' 21st congressional district election?,"```json
{
 ""decomposition"": {
  ""sq1"": ""What was the difference between the number of votes Lamar Smith and Lainey Melnick received?"",
  ""sq2"": ""How many votes were cast in the election?""
 },
 ""answers"": {
  ""Answer to sq1"": 96929,
  ""Answer to sq2"": 236284
 },
 ""final_answer"": ""96929 votes""
}
```","In the Texas's 21st congressional district election, Lamar Smith defeated Lainey Melnick with 68.9 percent of the vote, with a majority of 96929 votes.","96929 votes 
","in the texas's 21 congressional district election, lamar smith defeated lainey melnick with 68.9 percent of the vote, with a majority of 96929 votes",96929 votes,17.391304347826082,0.0
20,20,20,totto_source/train_json/example-9366.json,What are all the non-Leo awards for which Rickards received a solo nomination?,"  decomposition: |
    sq1. Identify all the rows where Emily Bett Rickards received a solo nomination. (independent)
    sq2. From the identified rows, filter out the Leo Awards. (depends on sq1)
    sq3. Extract the award names from the filtered rows. (depends on sq2)
  answers: |
    Answer to sq1: The rows where Emily Bett Rickards received a solo nomination are:
      2014 | Teen Choice Awards | Female Breakout Star | Emily Bett Rickards | Nominated | -
      2015 | Teen Choice Awards | Choice TV Actress - Fantasy/Sci-Fi | Emily Bett Rickards | Nominated | -
      2016 | Teen Choice Awards | Choice TV Actress - Fantasy/Sci-Fi | Emily Bett Rickards | Nominated | -
      2017 | Teen Choice Awards | Choice TV Actress - Action | Emily Bett Rickards | Nominated | -
      2018 | Teen Choice Awards | Choice TV Actress - Action | Emily Bett Rickards | Nominated | -
    Answer to sq2: The filtered rows are:
      2014 | Teen Choice Awards | Female Breakout Star | Emily Bett Rickards | Nominated | -
      2015 | Teen Choice Awards | Choice TV Actress - Fantasy/Sci-Fi | Emily Bett Rickards | Nominated | -
      2016 | Teen Choice Awards | Choice TV Actress - Fantasy/Sci-Fi | Emily Bett Rickards | Nominated | -
      2017 | Teen Choice Awards | Choice TV Actress - Action | Emily Bett Rickards | Nominated | -
      2018 | Teen Choice Awards | Choice TV Actress - Action | Emily Bett Rickards | Nominated | -
    Answer to sq3: The award names are:
      - Teen Choice Awards, Female Breakout Star
      - Teen Choice Awards, Choice TV Actress - Fantasy/Sci-Fi
      - Teen Choice Awards, Choice TV Actress - Action
  final_answer: Teen Choice Awards, Female Breakout Star, Teen Choice Awards, Choice TV Actress - Fantasy/Sci-Fi, Teen Choice Awards, Choice TV Actress - Action. 
","Rickards has been nominated for five Teen Choice Awards: four for Choice TV Actress in Fantasy, Sci-Fi, or Action, and one for Female Breakout Star in 2014.","['Teen Choice Awards, Female Breakout Star', 'Teen Choice Awards, Choice TV Actress - Fantasy/Sci-Fi', 'Teen Choice Awards, Choice TV Actress - Action'] 
","rickards has been nominated for 5 teen choice awards: 4 for choice tv actress in fantasy, sci-fi, or action, and 1 for female breakout star in 2014","['teen choice awards, female breakout star', 'teen choice awards, choice tv actress - fantasy/sci-fi', 'teen choice awards, choice tv actress - action']",42.5531914893617,0.0
21,21,21,totto_source/train_json/example-3894.json,What films did Aaron Taylor-Johnson appear in in 2017 and 2018?,"  decomposition: |
    sq1. What films did Aaron Taylor-Johnson appear in in 2017? (independent)
    sq2. What films did Aaron Taylor-Johnson appear in in 2018? (independent)
  answers: |
    Answer to sq1: The Wall
    Answer to sq2: Outlaw King, A Million Little Pieces
  final_answer: The Wall, Outlaw King, A Million Little Pieces","In 2017, Aaron Taylor-Johnson appeared in Doug Liman's The Wall and, in 2018, appeared in Outlaw King as well as A milliom Little Pieces.","The Wall, Outlaw King, A Million Little Pieces 
","in 2017, aaron taylor-johnson appeared in doug liman's the wall and, in 2018, appeared in outlaw king as well as a milliom little pieces","the wall, outlaw king, a million little pieces",35.714285714285715,0.0
22,22,22,totto_source/dev_json/example-2033.json,How many Best Actress Awards did Choi win in 1994 and where were they from?,"```json
  {
    ""sq1"": ""Identify the rows that contain information about Choi Myung-gil's nominations and awards in 1994."",
    ""sq2"": ""Count the number of Best Actress awards won in 1994."",
    ""sq3"": ""Extract the award-giving bodies for the Best Actress awards in 1994."",
    ""sq4"": ""Combine the count and award-giving bodies into a final answer.""
  }
```
```json
  {
    ""Answer to sq1"": ""The rows containing information about Choi Myung-gil's nominations and awards in 1994 are:\n1994 | 16th Three Continents Festival | Best Actress | Rosy Life | Won\n1994 | 15th Blue Dragon Film Awards | Best Actress | Rosy Life | Won\n1994 | 5th Chunsa Film Art Awards | Special Jury Prize | Rosy Life | Won\n1994 | SBS Drama Awards | Grand Prize (Daesang) | Marriage | Won"",
    ""Answer to sq2"": ""Choi Myung-gil won 2 Best Actress awards in 1994."",
    ""Answer to sq3"": ""The awards were from the 16th Three Continents Festival and 15th Blue Dragon Film Awards."",
    ""Answer to sq4"": ""Choi Myung-gil won 2 Best Actress awards in 1994, from the 16th Three Continents Festival and 15th Blue Dragon Film Awards.""
  }
```
2, Three Continents Festival and Blue Dragon Film Awards.","Choi received 2 Best Actress awards for Rosy Life, one at the 16th Three Continents Festival and the other in the 15th Blue Dragon Film Awards.","2, Three Continents Festival, Blue Dragon Film Awards 
","choi received 2 best actress awards for rosy life, 1 at the 16 3 continents festival and the other in the 15 blue dragon film awards","2, 3 continents festival, blue dragon film awards",51.61290322580645,0.0
23,23,23,totto_source/dev_json/example-1769.json,What year was Rosie Huntington-Whiteley most successful?,"```json
{
 ""decomposition"": {
  ""sq1"": ""How many awards did Rosie Huntington-Whiteley win in each year?"",
  ""sq2"": ""Which year had the most awards won?""
 },
 ""answers"": {
  ""Answer to sq1"": ""2011: 4 awards, 2012: 1 award, 2009: 1 award, 2014: 1 award, 2015: 1 award, 2016: 1 award"",
  ""Answer to sq2"": ""2011""
 },
 ""final_answer"": ""2011""
}
```",In 2011 Rosie Huntington-Whiteley won 3 awards and was nominated for the Teen Choice Awards Choice Movie Actress: Summer award.,"2011 
",in 2011 rosie huntington-whiteley won 3 awards and was nominated for the teen choice awards choice movie actress: suer award,2011,10.0,0.0
24,24,24,totto_source/train_json/example-823.json,Who were the top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles?,"```json
{
 ""decomposition"": {
  ""sq1"": ""Identify the rows corresponding to the top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles.""
 },
 ""answers"": {
  ""sq1"": ""The top two finishers are Harrison Dillard and Jack Davis, both from the United States.""
 },
 ""final_answer"": ""Harrison Dillard and Jack Davis""
}
```",Automatic timing showed Dillard had a time of 13.91 and Davis recorded a time of 14.00.,"Harrison Dillard and Jack Davis 
",automatic timing showed dillard had a time of 13.91 and davis recorded a time of 14.00,harrison dillard and jack davis,31.57894736842105,0.0
25,25,25,totto_source/dev_json/example-32.json,What movies and roles did Morris play in 1997?,"```json
  decomposition: |
    sq1. Identify the rows with movies released in 1997. (independent)
    sq2. Extract the title and role from the identified rows. (depends on sq1)
  answers: |
    Answer to sq1: The relevant rows are:
      1997 | The Fifth Element | Korben Dallas's mother | Voice
      1997 | Home Alone 3 | Karen Pruitt | -
    Answer to sq2: Haviland Morris played the role of Korben Dallas's mother in The Fifth Element, and Karen Pruitt in Home Alone 3.
  final_answer: The Fifth Element (Korben Dallas's mother), Home Alone 3 (Karen Pruitt)
```",Morris played Korben Dallas's mother in The Fifth Element and Karen Pruitt in Home Alone 3 in 1997.,"The Fifth Element, Home Alone 3 
",morris played korben dallas's mother in the fifth element and karen pruitt in home al1 3 in 1997,"the fifth element, home al1 3",45.45454545454545,0.0
26,26,26,totto_source/train_json/example-82.json,Who received the silver and bronze medals for the women's 400 metres hurdles at the 1992 Summer Olympics?,"```json
{
 ""decomposition"": {
  ""sq1"": ""Who received the silver medal?"",
  ""sq2"": ""Who received the bronze medal?""
 },
 ""answers"": {
  ""Answer to sq1"": ""Sandra Farmer-Patrick (USA)"",
  ""Answer to sq2"": ""Janeene Vickers (USA)""
 },
 ""final_answer"": ""Sandra Farmer-Patrick (USA), Janeene Vickers (USA)""
}
```","Farmer-Patrick was in second, winning silver in 53.69 secs, while Vickers narrowly held on for the bronze medal from Ledovskaya, both being timed at 54.31 secs.","Sandra Farmer-Patrick (USA), Janeene Vickers (USA) 
","farmer-patrick was in second, winning silver in 53.69 secs, while vickers narrowly held on for the bronze medal from ledovskaya, both being timed at 54.31 secs","sandra farmer-patrick (usa), janeene vickers (usa)",12.903225806451612,0.0
27,27,27,totto_source/dev_json/example-1261.json,What did Kathryn Beaumont star in 1953?,"```json
  decomposition: |
    sq1: Find the row corresponding to the year 1953. (independent)
    sq2: Extract the title from the identified row. (depends on sq1)
  answers: |
    Answer to sq1: The row corresponding to the year 1953 is: 1953 | Peter Pan | Wendy Darling | Voice role.
    Answer to sq2: The title is Peter Pan.
  final_answer: Peter Pan
```",Kathryn Beaumont starred in the voice role of Wendy Darling in Peter Pan (1953).,"Peter Pan 
",kathryn beaumont starred in the voice role of wendy darling in peter pan,peter pan,28.57142857142857,0.0
28,28,28,totto_source/dev_json/example-1803.json,Which competitions did Fabrizio Donato win gold medal?,"  decomposition: |
    sq1. Identify the rows where Fabrizio Donato won a gold medal. (independent)
    sq2. Extract the competition name from the identified rows. (depends on sq1)
  answers: |
    Answer to sq1: The rows where Fabrizio Donato won a gold medal are:
        2001 | Mediterranean Games | Radès, Tunisia | 1st | 17.05 m
        2009 | European Indoor Championships | Turin, Italy | 1st | 17.59 m (iNR)
        2012 | European Championships | Helsinki, Finland | 1st | 17.63 m (w)
    Answer to sq2: The competitions where Fabrizio Donato won a gold medal are:
        Mediterranean Games, European Indoor Championships, European Championships
  final_answer: Mediterranean Games, European Indoor Championships, European Championships. 
","Fabrizio Donato won gold medals at the 2001 Mediterranean Games with a record of 17.05 metres and the 2009 European Indoor Championships, a championship record of 17.59 metres.","Mediterranean Games, European Indoor Championships, European Championships 
","fabrizio donato won gold medals at the 2001 mediterranean games with a record of 17.05 metres and the 2009 european indoor championships, a championship record of 17.59 metres","mediterranean games, european indoor championships, european championships",32.25806451612903,0.0
29,29,29,totto_source/train_json/example-4421.json,"Who did Wayne Kerrins play for in the third division, and what seasons did he play for them?","```json
{
  ""decomposition"": {
    ""sq1"": ""Identify the rows in the table that correspond to Wayne Kerrins playing in the Third Division. (independent)"",
    ""sq2"": ""Extract the club and season from the identified rows. (depends on sq1)""
  },
  ""answers"": {
    ""sq1"": ""The rows for Fulham in the 1986-87 and 1987-88 seasons."",
    ""sq2"": ""Fulham, 1986-87 and 1987-88""
  },
  ""final_answer"": ""Fulham, 1986-87 and 1987-88""
}
```","Wayne Kerrins played for Fulham in the Third Division in 1986–87, 1987–88, and 1988–89.","Fulham, 1986-87 and 1987-88 
","wayne kerrins played for fulham in the third division in 1986-87, 1987-88, and 1988-1989","fulham, 1986-87 and 1987-1988",35.29411764705882,0.0
30,30,30,totto_source/train_json/example-569.json,Which albums did Maylee Todd release on the Do Right Music label and in which years?,"```json
{
  ""decomposition"": {
    ""sq1"": ""Identify the rows where the Label is 'Do Right Music'."",
    ""sq2"": ""Extract the Title and Year from the identified rows.""
  },
  ""answers"": {
    ""sq1"": ""The following rows have the label 'Do Right Music':\n2010 | Choose Your Own Adventure | Do Right Music | CD\n2011 | Do Right! Serato Pressing featuring Maylee Todd | Do Right Music | 12\"" vinyl & digital download\n2013 | Escapology | Do Right Music | CD, LP\n2017 | Acts Of Love | Do Right Music | CD, LP"",
    ""sq2"": ""The albums released on Do Right Music are:\n2010 - Choose Your Own Adventure\n2011 - Do Right! Serato Pressing featuring Maylee Todd\n2013 - Escapology\n2017 - Acts Of Love""
  },
  ""final_answer"": ""2010 - Choose Your Own Adventure\n2011 - Do Right! Serato Pressing featuring Maylee Todd\n2013 - Escapology\n2017 - Acts Of Love""
}
```",Maylee Todd released her first album Choose Your Own Adventure in 2010 and Escapology in 2013 on the Do Right Music label.,"'Choose Your Own Adventure', 'Do Right! Serato Pressing featuring Maylee Todd', 'Escapology', 'Acts Of Love' 
",maylee todd released her first album choose your own adventure in 2010 and escapology in 2013 on the do right music label,"choose your own adventure', 'do right! serato pressing featuring maylee todd', 'escapology', 'acts of love",50.0,0.0
