index,question,answer,response
42,what is the percentage of new mothers who received ei benefits in 2012 were issued an roe for reasons other than parental leave and did not go back to the same employer?,[2.4],"Evidence:
Relevant rows and columns from the table:

| Mothers | 2012 |
|--------|------|
| no roe for parental leave, received ei, permanently quit | 0.9 |
| no roe for parental leave, received ei, other permanent leave | 2.4 |

Final Answer: 3.3 
"
43,what is the percentage of new mothers who received ei benefits in 2012 were not issued an roe at all?,[10.5],"Relevant rows and columns from the table:

| Year | Mothers - No roe at all, received ei |
|---|---|
| 2012 | 10.5 |

Final Answer: 10.5 
"
44,which club did aladji mansour ba play for in 2017-18?,['kapaz'],"The table does not contain information about players, including Aladji Mansour Ba. 

Final Answer: There is no answer available in the provided table. 
"
45,what was the percentage of all farms reported woodlands and wetlands in 2011?,[49.9],"Relevant rows and columns from the table:

| Farm size | Farms with woodlands and wetlands |
|-----------|------------------------------------|
| All farms | 49.9 |

Final Answer: 49.9 
"
46,what is the proportion of people who reported having seen their friends a few times or more a week in 2003?,[56.0],"Relevant rows and columns from the table:

| Year | People who saw their friends a few times or more a week |
|------|-----------------------------------------------------|
| 2003 | 56                                                |

Final Answer: 56
"
47,what is the proportion of people who reported having seen their friends a few times or more a week in 2013?,[44.0],"Relevant rows and columns from the table:

| Year | People who saw their friends a few times or more a week |
|------|-------------------------------------------------------|
| 2013 | 44                                                    |

Final Answer: 44 
"
48,how much did the proportion of people who reported having seen their friends a few times or more a week fall from 2003 to 2013?,[12],"Relevant rows and columns from the table:

| Year | People who saw their friends a few times or more a week |
|---|---|
| 2003 | 56 |
| 2013 | 44 |

Final Answer: 12
"
49,how many goals did jack holliday score for brentford in 1934-35?,[25.0],"Relevant rows and columns from the table:

| Club       | Season     | League          | Apps | Goals |
|------------|------------|-----------------|------|-------|
| Brentford   | 1934-35    | Second Division | 42   | 25    |

Final Answer : 25 
"
50,what was the percentage of admissions to correctional services in the nine reporting jurisdictions made up by aboriginal youth in 2017/2018?,[43.0],"Relevant rows and columns from the table:

| Aboriginal identity | Total correctional services | Percent of total |
|----------------------|-----------------------------|-----------------|
| Aboriginal         | 7,194                       | 43                |

Final Answer : 43
"
51,what was the percentage of custody admissions made up by aboriginal youth in 2017/2018?,[48.0],"Relevant rows and columns from the table:

| Aboriginal identity | Total custody | Percent of total |
|----------------------|---------------|-----------------|
| Aboriginal         | 3,541          | 48              |

Final Answer : 48
"
52,what was the percentage of community admissions made up by aboriginal youth in 2017/2018?,[39.0],"Relevant rows and columns from the table:

| Aboriginal identity | Total community supervision | Percent of total |
|----------------------|-----------------------------|------------------|
| Aboriginal          | 3,653                       | 39                |

Final Answer: 39
"
53,what is the percentage of youth admitted into correctional services were male in 2017/2018?,[76.0],"Relevant rows and columns from the table:

| Selected Characteristics | Total Correctional Services | Percent of Total |
|---------------------------|-----------------------------|-------------------|
| Male                      | 12,738                      | 76               |

Final Answer: 76
"
54,what is the percentage of youth admitted into custody were male in 2017/2018?,[76.0],"Relevant rows and columns from the table:

| Selected characteristics | Total custody | Percent of total |
|---------------------------|----------------|-----------------|
| Male                      | 5,625          | 76              |

Final Answer : 76
"
55,what is the percentage of youth admitted into community supervision were male in 2017/2018?,[76.0],"Relevant rows and columns from the table:

| Selected characteristics | Total community supervision | Percent of total |
|--------------------------|----------------------------|------------------|
| Male                     | 7,113                     | 76                |

Final Answer : 76
"
56,what was the percentage of youth admissions to correctional services in 2017/2018 involved youth aged 16 to 17 years at the time of admission?,[54],"Relevant rows and columns from the table:

| Age group | Total Correctional Services | Percent of Total |
|-----------|------------------------------|------------------|
| 16 years  | 4,086                       | 25                |
| 17 years  | 4,877                       | 29                |

Final Answer: 54
"
57,what was the percentage of youth admitted to custody aged 16 and 17 years old in 2017/2018?,[60],"Relevant rows and columns from the table:

| Age group | Total custody | Percent of total |
|-----------|----------------|-----------------|
| 16 years   | 2,020          | 27              |
| 17 years   | 2,397          | 33              |

Final Answer: 60
"
58,what was the percentage of youth admitted to community supervision aged 16 and 17 years old in 2017/2018?,[49],"Relevant rows and columns from the table:

| Age    | Total community supervision | Percent of total |
|--------|------------------------------|-----------------|
| 16 years | 2,066                        | 22              |
| 17 years | 2,480                        | 27              |

Final Answer: 49
"
59,what was the mean absolute revision to the annual growth in nominal gdp between 1981 and 2014?,[0.13],"Relevant rows and columns from the table:

| Time period | Mean absolute revision to the growth in annual gdp |
|-------------|----------------------------------------------------|
| 1982 to 2014 | 0.13                                                |

Final Answer : 0.13 
"
60,what was the the mean absolute revision to annual nominal gdp for the period 2010 to 2014?,[0.2],"Relevant rows and columns from the table:

| Time period | Mean absolute revision to the growth in annual gdp |
|-------------|----------------------------------------------------|
| 2010 to 2014 | 0.20                                            |

Final Answer: 0.20 
"
61,what was the mean absolute revision to the annual growth in real gdp between 1981 and 2014?,[0.11],"Relevant rows and columns from the table:

| Time Period | Mean Absolute Revision to the Growth in Annual Real GDP |
|-------------|--------------------------------------------------------|
| 1982 to 2014 | 0.11                                                |

Final Answer: 0.11 
"
62,what was the annual real growth over the 1981 to 2013 period was in alberta?,[3.13],"Evidence:
Relevant rows and columns from the table:

| Province or Territory | Revised estimate of the average growth in real gross domestic product |
|------------------------|-------------------------------------------------------------------|
| Alberta              | 3.13                                                               |

Final Answer: 3.13 
"
63,what was the percentage of french-speaking people in canada in 2011?,[22.9],"Relevant rows and columns from the table:

| Region | 2011 |
|--------|-------|
| Canada | 22.9 |

Final Answer: 22.9
"
64,what is the low boundary of percentage of french-speaking people in canada is projected to be in 2036 ?,[20.2],"Relevant rows and columns from the table:

| Region                | 2036 | Low Immigration |
|-----------------------|------|-----------------|
| Canada (French)       | 20.4 | 20.9            |

Final Answer: 20.9 
"
65,what is the high boundary of percentage of french-speaking people in canada is projected to be in 2036 ?,[20.9],"Relevant rows and columns from the table:

| Region | 2036 | High Immigration |
|---|---|---|
| Canada | 20.2 |

Final Answer: 20.2 
"
66,what was the percentage of french-speaking people in quebec in 2011?,[85.4],"Relevant rows and columns from the table:

| Region | French | 2011 |
|---|---|---|
| Quebec | 85.4 |  |

Final Answer: 85.4 
"
67,what is the low boundary of percentage of french-speaking people in quebec is projected to be in 2036 ?,[82.0],"Evidence:
Relevant rows and columns from the table:

| Region | 2036 | low immigration |
|---|---|---|
| Quebec |  | 83.0 | 

Final Answer: 83.0 
"
68,what is the high boundary of percentage of french-speaking people in quebec is projected to be in 2036 ?,[83.0],"Relevant rows and columns from the table:

| Region | 2036 | High immigration |
|--------|-------|-----------------|
| Quebec | 82.0  |                 |

Final Answer: 82.0 
"
69,what was the percentage of french-speaking people outside quebec in 2011?,[3.9],"Relevant rows and columns from the table:

| Region                 | 2011 |
|-----------------------|------|
| Canada outside Quebec | 3.9  |

Final Answer: 3.9 
"
70,what is the percentage of rc-prs from the 1999 cohort collected social assistance one year after initiating their claim?,[73.8],"Relevant rows and columns from the table:

| Group and Cohort | 1 |
|---|---|
| Refugee claimants-permanent residents | 73.8 |

Final Answer : 73.8 
"
71,what is the percentage of rc-prs from the 1999 cohort reported receiving social assistance after six years?,[20.5],"Relevant rows and columns from the table:

| Group and Cohort | 6 |
|-----------------|---|
| Refugee Claimants-Permanent Residents | 20.5 |

Final Answer : 20.5 
"
72,what is the percentage of rc-prs from the 2010 cohort registered social assistance one years after their initial claim?,[71.1],"Evidence:
Relevant rows and columns from the table:

| group and cohort | 1 |
|-----------------|---|
| refugee claimants-permanent residents | 71.1 |

Final Answer: 71.1 
"
73,what is the percentage of gars who landed in 1999 reported to have social assistance income one year later?,[90.8],"Evidence:
Relevant rows and columns from the table:

| Group and cohort | 1 |
|------------------|---|
| Government-assisted refugees | 90.8 |

Final Answer : 90.8
"
74,what is the percentage of gars from the 1999 cohort reported to have social assistance income six years after landing?,[22.2],"Evidence:
Relevant rows and columns from the table:

| Group and Cohort | Number of years since landing | Percent |
|-----------------|--------------------------------|---------|
| Government-assisted refugees | 6 | 22.2 |

Final Answer: 22.2 
"
75,what is the percentage of gars from the 2010 cohort reported to have social assistance income one years after landing?,[96.7],"Relevant rows and columns from the table:

| Group and Cohort           | 1 |
|---------------------------|---|
| Government-assisted refugees | 96.7 |

Final Answer : 96.7 
"
76,what is the percentage of gars from the 2010 cohort reported to have social assistance income six years after landing?,[48.4],"Relevant rows and columns from the table:

| Group and cohort | 6 |
|-------------------|----|
| Government-assisted refugees 2010 | 48.4 |

Final Answer: 48.4
"
77,"from the 1999 cohort to the 2010 cohort,how many percentage points of rc-prs who received social assistance income six years after making their initial claim have declined?",[0.7],"Relevant rows and columns from the table:

| Cohort | RC-PRS - 6 Years |
|---|---|
| 1999 | 20.5 |
| 2010 | 19.8 |

Final Answer : 0.7
"
78,what is the margin point of gars who received social assistance income six years after landing between the 1999 and 2010 cohorts?,[26.2],"Relevant rows and columns from the table:

| Cohort | 6 years since landing |
|---|---|
| 1999 | 22.2 |
| 2010 | 48.4 |

Final Answer : 26.2 
"
79,which club did luke rodgers play for in 2012?,['lillestrøm sk'],"Relevant rows and columns from the table:

| Club             | Season    | Division        |
|------------------|-----------|-----------------|
|  Lillestrøm sk    | 2012      | Tippeligaen     |

Final Answer: Lillestrøm sk 
"
80,how many rushing yards did matt asiata get in 2008?,[707.0],"Relevant rows and columns from the table:

| Season | Rushing Yards |
|--------|---------------|
| 2008   | 707           |

Final Answer : 707 
"
81,what is the percentage of canadians aged 15 to 19 volunteering their time in 2013?,[66.0],"Relevant rows and columns from the table:

|	caracteristics	|	volunteer rate	|		|		|		|	
|		|	2013	|	2010	|	2007	|	2004	|	
|		|	percent	|		|		|		|	
|	age group	|		|		|		|		|	
|	15 to 19	|	66	|	66	|	65	|	65	|	

Final Answer: 66
"
82,which age group is the lowest rate of volunteering recorded among in 2013?,['75 years and older'],"Relevant rows and columns from the table:

| Age group | Volunteer rate (2013) |
|-----------|------------------------|
| 75 years and older | 27                 |

Final Answer : 75 years and older 
"
83,what is the percentage of canadians with a school-aged child in the household volunteering their time in 2013?,[59.0],"Relevant rows and columns from the table:

| Characteristics                | Volunteer rate (2013) |
|---------------------------|------------------------|
| School-aged children only    | 59                   |

Final Answer: 59
"
84,what is the percentage of canadians with both preschool and school-aged children in the household volunteering their time in 2013?,[52.0],"Relevant rows and columns from the table:

|  | volunteer rate |
|---|---|
| both pre-school and school-aged children | 52 |
| 2013 |  |

Final Answer: 52"
85,what is the volunteer rate for those without children in 2013?,[38.0],"Relevant rows and columns from the table:

| Presence of children in the household | Volunteer rate (2013) |
|----------------------------------------|-----------------------|
| No child                               | 38                     |

Final Answer : 38
"
86,which kind of household income of volunteers dedicate the fewest number of hours?,"['$120,000 and over']","Evidence:
Relevant rows and columns from the table:

| Household Income | Mean Number of Hours |
|-------------------|-----------------------|
| $120,000 and over | 130                   |

Final Answer: $120,000 and over 
"
87,"how many hours do the volunteers with a household income of $120,000 or more contribute over the course of a year?",[130.0],"Relevant rows and columns from the table:

| Household Income | Mean Number of Hours |
|-----------------|----------------------|
| $120,000 and over | 130                  |

Final Answer: 130 
"
88,"how many hours do the volunteers with a household income of less than $20,000 contribute over the course of a year?",[182.0],"Relevant rows and columns from the table:

| Household income | Mean number of hours |
|------------------|-----------------------|
| Less than $20,000 | 182                  |

Final Answer: 182 
"
89,"what is the percentage of volunteers organizing, supervising or coordinating events in 2013?",[46.0],"Evidence:
Relevant rows and columns from the table:

| Types of activities | 2013 |
|---------------------|------|
| Organizing events  | 46   |

Final Answer : 46 
"
90,what is the percentage of volunteers helping with fundraising in 2013?,[45.0],"Relevant rows and columns from the table:

| Types of activities | 2013 |
|---------------------|------|
| Fundraising         | 45   |

Final Answer: 45
"
91,what is the percentage of volunteers sitting on a committee or board in 2004?,[36.0],"Relevant rows and columns from the table:

| Types of Activities | 2004 |
|---------------------|------|
| Sitting on a committee or board | 36   |

Final Answer: 36
"
92,what is the percentage of volunteers sitting on a committee or board in 2013?,[33.0],"Relevant rows and columns from the table:

| Types of activities | 2013 |
|---------------------|-------|
| Sitting on a committee or board | 33 |

Final Answer: 33
"
93,"in which year is the prevalence of sitting on a committee or board less , 2004 or 2013?",['2013'],"Evidence:
Relevant rows and columns from the table:

| Types of activities | 2013 | 2004 |
|----------------------|------|------|
| Sitting on a committee or board | 33   | 36   |

Final Answer: 2013 
"
94,"which group of decedents were less likely to experience continuous employment, made less in employment income, and were more likely to be reliant on social assistance, those who had contact with police in 24 months prior to death or those who had no contact with police in 24 months prior to death?",['at least one contact with police in 24 months prior to death'],"Evidence:
Relevant rows and columns from the table:

| Socio-economic characteristic | No police contact in 24 months prior to death | At least one contact with police in 24 months prior to death |
|-------------------------------|---------------------------------------------|--------------------------------------------------------|
| Years employed in the 5 years prior to death |  |  |
| None                           | 34                                          | 34                                                      |
| One to four                     | 37                                          | 47                                                      |
| All five                         | 29                                          | 20                                                      |
| Total income for last year employed - mean | 25,207                                    | 15,325                                                  |
| Amount of social assistance most recently received - mean | 7,875                                    | 7,173                                                  |

Final Answer: Those who had contact with police in 24 months prior to death were less likely to experience continuous employment, made less in employment income, and were more likely to be reliant on social assistance. 
"
95,"among decedents who had contact with police in 24 months prior to deaths, what is the percentage of those who were employed in each of the 5 years prior to their fatal overdose?",[20.0],"Evidence:
Relevant rows and columns from the table:

| Years employed in the 5 years prior to death | At least one contact with police in 24 months prior to death |
|----------------------------------------------|-------------------------------------------------------------------|
| None                                          | 34                                                                |
| One to four                                     | 47                                                                |
| All five                                        | 20                                                                |

Final Answer: [34, 47, 20] 
"
96,"among decedents who had did not contact with police in 24 months prior to deaths, what is the percentage of those who were employed in each of the 5 years prior to their fatal overdose?",[29.0],"Evidence:
Relevant rows and columns from the table:

| Socio-economic characteristic | No police contact in 24 months prior to death |
|------------------------------|---------------------------------------------|
| All five                     | 29                                          |

Final Answer: 29
"
