,Unnamed: 0.1,Unnamed: 0,index,table_id,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
10,10,10,10,Australia_at_the_2011_World_Aquatics_Championships_0,What is the birth year of the youngest athlete to take a medal in diving ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the athletes who took a medal in diving."",
  ""sq2. For each athlete, find their birth year."",
  ""sq3. Identify the youngest athlete."",
  ""sq4. Extract the birth year of the youngest athlete.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant rows are:\nSilver | Alexandra Croak Melissa Wu | Diving | Women 's 10 m synchronized platform | 18 July\nBronze | Anabelle Smith Sharleen Stratton | Diving | Women 's 3 m synchronized springboard | 16 July"",
  ""Answer to sq2: Melissa Wu was born on 3 May 1992. Anabelle Smith's birth year is not mentioned in the table, and Sharleen Stratton was born on 9 October 1987."",
  ""Answer to sq3: Melissa Wu is the youngest athlete among these three."",
  ""Answer to sq4: 1992""
 ],
 ""final_answer"": ""1992""
}
```",1993,"1992 
",1993,1992,0.0,0.0
11,11,11,11,Rhythmic_Gymnastics_World_Cup_0,What year was the World Cup held in the city where the Vinča culture evolved in the 6th millennium BC ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the location of the World Cup final where the Vinča culture evolved in the 6th millennium BC. (independent)"",
  ""sq2. Identify the year the World Cup final was held in the identified location. (depends on sq1)""
 ],
 ""answers"": [
  ""Answer to sq1: The Vinča culture evolved in the Belgrade area. Belgrade was the location of the 1983 World Cup Final."",
  ""Answer to sq2: 1983""
 ],
 ""final_answer"": ""1983""
}
```",1983,"1983 
",1983,1983,100.0,100.0
12,12,12,12,List_of_Major_League_Baseball_saves_champions_2,What was the youngest person 's name who tied for annual save leader in the year with the greatest number of people who tied for that recognition ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the year with the most people tied for the save leader."",
  ""sq2. Identify the names of the players who tied for the save leader in that year."",
  ""sq3. Identify the youngest player from the list of players who tied for the save leader in the year with the most tied."",
  ""sq4. Extract the player's name from the identified youngest player.""
 ],
 ""answers"": [
  ""Answer to sq1: 1886"",
  ""Answer to sq2: Bones Ely, Dave Foutz, Nat Hudson, Ed Morris, Joe Strauss"",
  ""Answer to sq3: Not enough information to answer. Age information is not given."",
  ""Answer to sq4: Not enough information to answer. Age information is not given.""
 ],
 ""final_answer"": ""Not enough information to answer. Age information is not given.""
}
```",Dave Foutz,"Not enough information provided. 
",dave foutz,not enough information provided,0.0,0.0
13,13,13,13,"Papal_conclave,_1370_0",What is the title of the elector who died on 22 July 1376 ?,"## Decomposition:
  sq1. Identify the row corresponding to the elector who died on 22 July 1376. (independent)
  sq2. Extract the title of the elector from the identified row. (depends on sq1)

## Answers:
  Answer to sq1: The relevant row is:
      Simon Langham | Priest of S. Sisto | September 22, 1368 | Pope Urban V
  Answer to sq2: Priest of S. Sisto

## Final Answer:
  Priest of S. Sisto 
",Priest of S. Sisto,"Priest of S. Sisto 
",priest of s. sisto,priest of s. sisto,100.0,100.0
14,14,14,14,List_of_Imperial_German_artillery_regiments_1,What is the latin name of the city that a regiment of the corps established on 1 April 1899 in Frankfurt am Main was garrisoned in ?,"decomposition: |
  sq1. Identify the corps established on 1 April 1899 in Frankfurt am Main. (independent)
  sq2. Extract the garrison of the identified corps. (depends on sq1)
  sq3. Identify the latin name of the garrison city from the More context. (depends on sq2)
  sq4. Combine the latin name into a final answer. (depends on sq3)
answers: |
  Answer to sq1: The corps established on 1 April 1899 in Frankfurt am Main is XVIII Army Corps.
  Answer to sq2: The garrison of the XVIII Army Corps is Mainz.
  Answer to sq3: The latin name of the city is Mogontiacum.
  Answer to sq4: Mogontiacum
final_answer: Mogontiacum 
",Mogontiacum,"Mogontiacum 
",mogontiacum,mogontiacum,100.0,100.0
15,15,15,15,List_of_Dundee_United_F.C._records_and_statistics_0,The player that captained the team that won the 2006 Scottish Cup Final was paid a record signing fee to join a club that beat Tottenham Hotspur to win what trophy ?,"```json
{
 ""decomposition"": [
  ""sq1: Identify the player that captained the team that won the 2006 Scottish Cup Final. (Using the more_context)"",
  ""sq2: Identify the record signing fee paid for this player. (Using the table)"",
  ""sq3: Identify the club this player joined. (Using the table)"",
  ""sq4: Identify the trophy won by this club that beat Tottenham Hotspur. (Using the more_context)""
 ],
 ""answers"": [
  ""Answer to sq1: Steven Pressley"",
  ""Answer to sq2: £750,000"",
  ""Answer to sq3: Coventry City"",
  ""Answer to sq4: FA Cup""
 ],
 ""final_answer"": ""FA Cup""
}
```",FA Cup,"FA Cup 
",fa cup,fa cup,100.0,100.0
16,16,16,16,Public_transport_in_Havering_0,"Who manages the station that was completely rebuilt in 1932 by the London , Midland and Scottish Railway ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the stations that were completely rebuilt in 1932 by the London, Midland and Scottish Railway. (independent)"",
  ""sq2. Extract the manager of the identified stations. (depends on sq1)""
 ],
 ""answers"": [
  ""Answer to sq1: The station that was completely rebuilt in 1932 by the London, Midland and Scottish Railway is Hornchurch."",
  ""Answer to sq2: London Underground""
 ],
 ""final_answer"": ""London Underground""
}
```",London Underground,"London Underground 
",london underground,london underground,100.0,100.0
17,17,17,17,Indian_Television_Academy_Awards_12,What is the show of the winning actor who has won National Film Award for Best Art Direction four times ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the actor who has won National Film Award for Best Art Direction four times. (independent)"",
  ""sq2. Identify the show of the identified actor from the table. (depends on sq1)""
 ],
 ""answers"": [
  ""Answer to sq1: Nitin Chandrakant Desai"",
  ""Answer to sq2: The Great Warrior Chhatrapati Shivaji""
 ],
 ""final_answer"": ""The Great Warrior Chhatrapati Shivaji""
}
```",The Great Warrior Chhatrapati Shivaji,"The Great Warrior Chhatrapati Shivaji 
",the great warrior chhatrapati shivaji,the great warrior chhatrapati shivaji,100.0,100.0
18,18,18,18,2000_MLS_SuperDraft_0,What is the birthplace of the player who was first pick in the 2000 MLS SuperDraft and was affiliated with the fourth-oldest university of the 10-campus University of California system ?,"## Decomposition:

**sq1. Identify the row with the player who was first pick in the 2000 MLS SuperDraft. (independent)**
**sq2. Identify the player's affiliated university from the identified row. (depends on sq1)**
**sq3. Identify the university's name from the more_context, using the information from sq2. (depends on sq2)**
**sq4. Identify the university's rank from the more_context, using the information from sq3. (depends on sq3)**
**sq5. Identify the birthplace of the player from the more_context. (depends on sq1)**

## Answers:

**Answer to sq1:** The relevant row is: 
  1 | MetroStars | Steve Shak | D | UCLA 

**Answer to sq2:** UCLA 

**Answer to sq3:** The University of California, Los Angeles

**Answer to sq4:** Fourth-oldest of the 10-campus University of California system

**Answer to sq5:** Cerritos, California

## Final Answer:

Cerritos, California 
","Cerritos , California","Cerritos, California 
","cerritos , california","cerritos, california",100.0,100.0
19,19,19,19,List_of_soccer_clubs_in_Australia_0,What is the League/Division of the club that was formed in 1954 ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the club formed in 1954. (independent)"",
  ""sq2. Extract the League/Division of the identified club from the table. (depends on sq1)""
 ],
 ""answers"": [
  ""Answer to sq1: APIA Leichhardt Tigers FC"",
  ""Answer to sq2: National Premier Leagues NSW""
 ],
 ""final_answer"": ""National Premier Leagues NSW""
}
```",National Premier Leagues NSW,"National Premier Leagues NSW 
",national premier leagues nsw,national premier leagues nsw,100.0,100.0
20,20,20,20,American_Horse_of_the_Year_0,What was the month of birth of the trainer of the 2018 American Horse of the Year ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row corresponding to the 2018 American Horse of the Year."",
  ""sq2. Extract the trainer of the horse from the identified row."",
  ""sq3. Identify the month of birth of the trainer from the provided context based on the trainer's name.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\n2018 | Justify | Bob Baffert | China H. C. , Head of Plains Partners , Starlight Racing and WinStar Farm | 3 | C"",
  ""Answer to sq2: Bob Baffert"",
  ""Answer to sq3: January""
 ],
 ""final_answer"": ""January""
}
```",January,"January 
",january,january,100.0,100.0
21,21,21,21,Montenegrin_First_League_8,Which of the 2007 clubs was established first ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the clubs that played in 2007. (independent)"",
  ""sq2. Identify the establishment year of each club from the provided context. (depends on sq1)"",
  ""sq3. Compare the establishment years of the identified clubs to find the earliest one. (depends on sq2)""
 ],
 ""answers"": [
  ""Answer to sq1: The clubs that played in 2007 were FK Berane and FK Lovćen."",
  ""Answer to sq2: FK Berane was established in 1920, and FK Lovćen was established in 1913."",
  ""Answer to sq3: FK Lovćen was established first because it was founded in 1913, earlier than FK Berane, which was founded in 1920.""
 ],
 ""final_answer"": ""FK Lovćen""
}
```",FK Lovćen,"FK Lovćen 
",fk lovćen,fk lovćen,100.0,100.0
22,22,22,22,List_of_comic_book_supervillain_debuts_2,"Of the five listed characters that appear on IGN 's list of the Top 100 Comic Book Villains Of All Time List , who is # 67 ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the characters on IGN's list from the provided context."",
  ""sq2. From the identified characters, determine who is ranked #67."",
  ""sq3. Combine the answer from sq2 into a final answer.""
 ],
 ""answers"": [
  ""Answer to sq1: Deadshot, Captain Cold, Brainiac, Mr. Freeze, and Mirror Master are all on IGN's list."",
  ""Answer to sq2: Mr. Freeze is ranked #67."",
  ""Answer to sq3: Mr. Freeze""
 ],
 ""final_answer"": ""Mr. Freeze""
}
```",Mr . Freeze,"Mr. Freeze 
",mr . freeze,mr. freeze,100.0,100.0
23,23,23,23,List_of_soccer_clubs_in_Australia_6,"For the club originally called Palm Beach SC , in what month did its city host the 2018 Commonwealth Games ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the club originally called Palm Beach SC. (independent)"",
  ""sq2. Extract the city of the identified club. (depends on sq1)"",
  ""sq3. Identify the row with the 2018 Commonwealth Games. (independent)"",
  ""sq4. Extract the month of the event from the identified row. (depends on sq3)""
 ],
 ""answers"": [
  ""Answer to sq1: The club originally called Palm Beach SC is Gold Coast City FC."",
  ""Answer to sq2: Gold Coast"",
  ""Answer to sq3: The relevant row is: The city hosted the 2018 Commonwealth Games which ran from 4 to 15 April 2018."",
  ""Answer to sq4: April""
 ],
 ""final_answer"": ""April""
}
```",April,"April 
",april,april,100.0,100.0
24,24,24,24,Li_Yundi_discography_0,In which year was this record label founded that recorded the works of this composer who moved to Paris at the age of 21 ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the record label in the table. (independent)"",
  ""sq2. Identify the composer who moved to Paris at the age of 21. (independent)"",
  ""sq3. Identify the year of the first record for the identified composer. (depends on sq2)"",
  ""sq4. Extract the record label for the year identified in sq3. (depends on sq3)"",
  ""sq5. Identify the year in the table when the identified record label was founded. (depends on sq4)""
 ],
 ""answers"": [
  ""Answer to sq1: The record labels in the table are: Maxell, Deutsche Grammophon, EMI Classics"",
  ""Answer to sq2: The composer who moved to Paris at the age of 21 is: Frédéric Chopin"",
  ""Answer to sq3: The first record for Frédéric Chopin is in year 2000"",
  ""Answer to sq4: The record label for the year 2000 is: Maxell"",
  ""Answer to sq5: The record label Maxell was not founded in any of the years present in the table.""
 ],
 ""final_answer"": ""Not found""
}
```",1990,"Not enough information provided. 
",1990,not enough information provided,0.0,0.0
25,25,25,25,Javelin_throw_5,Which 1960s athlete is older ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the rows for athletes who competed in the 1960s."",
  ""sq2. Extract the birth year from the context for each athlete identified in sq1."",
  ""sq3. Identify the athlete with the oldest birth year."",
  ""sq4. Combine the athlete's name and birth year for the final answer.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant rows are:\n  1967 | 90.98 | Jānis Lūsis ( URS ) | Odessa\n  1968 | 91.98 | Jānis Lūsis ( URS ) | Saarijärvi\n  1969 | 92.70 | Jorma Kinnunen ( FIN ) | Tampere"",
  ""Answer to sq2: Jānis Lūsis ( URS ): 1939\n  Jorma Kinnunen ( FIN ): 1941"",
  ""Answer to sq3: Jānis Lūsis ( URS )"",
  ""Answer to sq4: Jānis Lūsis ( URS ), 1939""
 ],
 ""final_answer"": ""Jānis Lūsis ( URS ), 1939""
}
```",Jānis Lūsis,"Jānis Lūsis ( URS ), 1939 
",jānis lūsis,jānis lūsis,100.0,100.0
26,26,26,26,Kazakhstan_at_the_2004_Summer_Olympics_0,What event besides decathlon does the bronze medalist in men 's decathlon at the Olympic Games of 2004 participate in ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row in the table for the bronze medalist in the Men's decathlon event."",
  ""sq2. Extract the Sport value from the identified row."",
  ""sq3. Identify if the Sport value is different from 'Athletics'."",
  ""sq4. If sq3 is true, the answer is the Sport value. Otherwise, there is no answer.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\nBronze | Dmitriy Karpov | Athletics | Men 's decathlon | August 24"",
  ""Answer to sq2: Athletics"",
  ""Answer to sq3: False"",
  ""Answer to sq4: No answer""
 ],
 ""final_answer"": ""No answer""
}
```",heptathlon,"No answer 
",heptathlon,no answer,0.0,0.0
27,27,27,27,Bellerive_Oval_0,What is the mascot of the team that played at Bellerive Oval in August and June of 2016 ?,"## Decomposition:

**sq1. Identify the rows corresponding to the matches played at Bellerive Oval in August and June 2016.** (independent)

**sq2. Identify the team involved in those matches.** (depends on sq1)

**sq3. Identify the mascot of the team.** (depends on sq2)

## Answers:

**Answer to sq1:**
- The row corresponding to the match played in August 2016 is:
  - **9 | 20 August 2016 | North Melbourne v. Sydney Swans | Australian rules football | AFL | 16,485**
- The row corresponding to the match played in June 2016 is:
  - **4 | 3 June 2016 | North Melbourne v. Richmond | Australian rules football | AFL | 17,844**

**Answer to sq2:**
- The team involved in the match on August 20, 2016, is **North Melbourne**.
- The team involved in the match on June 3, 2016, is **North Melbourne**.

**Answer to sq3:**
- According to the context provided, the mascot of North Melbourne Football Club is a **grey kangaroo**.

## Final answer: 
grey kangaroo 
",kangaroo,"grey kangaroo 
",kangaroo,kangaroo,100.0,100.0
28,28,28,28,"List_of_schools_in_Perth,_Western_Australia_0",What is the year of the school whose suburb was originally named West Guildford ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row with the suburb 'West Guildford' from the table. (independent)"",
  ""sq2. Extract the year of establishment from the identified row. (depends on sq1)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\nAnzac Terrace Primary School | Bassendean | Bassendean | 1969"",
  ""Answer to sq2: 1969""
 ],
 ""final_answer"": ""1969""
}
```",1969,"1969 
",1969,1969,100.0,100.0
29,29,29,29,List_of_bridges_on_the_National_Register_of_Historic_Places_in_Oklahoma_0,In what year was the bridge built whose county was named for an Oklahoma constitutional convention attendee ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the rows with a county name that refers to an Oklahoma constitutional convention attendee."",
  ""sq2. Identify the year the bridge was built from the identified row.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\nState Highway 78 Bridge at the Red River | 1937 , 1938 | 1996-12-20 | Ravenna 33°45′29″N 96°11′55″W / 33.75806°N 96.19861°W / 33.75806 ; -96.19861 ( State Highway 78 Bridge at the Red River ) | Bryan | K-truss through bridge"",
  ""Answer to sq2: 1937, 1938""
 ],
 ""final_answer"": ""1937, 1938""
}
```",1938,"1937, 1938 
",1938,1938,100.0,100.0
30,30,30,30,List_of_Pacific-12_Conference_national_championships_0,"What is the number of NCAA Team Championships ( through January 15 , 2020 ) of the college that is the original private research university in its state ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the state of the original private research university. (independent)"",
  ""sq2. Identify the row corresponding to the university in the identified state. (depends on sq1)"",
  ""sq3. Extract the number of NCAA team championships from the identified row. (depends on sq2)""
 ],
 ""answers"": [
  ""Answer to sq1: The state is California."",
  ""Answer to sq2: The row is: University of Southern California | Los Angeles, California | Trojans | 107"",
  ""Answer to sq3: 107""
 ],
 ""final_answer"": ""107""
}
```",107,"107
",107.0,107.0,100.0,100.0
31,31,31,31,Top_Fest_0,With what song did the singer who won Top Fest in 2012 win the Eurovision Song Contest in 2015 ?,"## Decomposition:

**sq1:** Identify the artist who won Top Fest in 2012. (Independent)

**sq2:** Find the year the identified artist won the Eurovision Song Contest. (Depends on sq1)

**sq3:** Find the song the artist performed in the Eurovision Song Contest. (Depends on sq2)

## Answers:

**Answer to sq1:** Elhaida Dani

**Answer to sq2:** 2015

**Answer to sq3:** I'm Alive

## Final Answer: 
I'm Alive 
",I 'm Alive,"I'm Alive 
",i 'm alive,i'm alive,40.0,0.0
32,32,32,32,1997_San_Marino_Grand_Prix_0,Which year did the driver who finished 8th in the qualifying round of the 1997 San Marino Grand Prix enter Formula One ?,"```json
  {
    ""sq1"": ""Identify the driver who finished 8th in the qualifying round of the 1997 San Marino Grand Prix."",
    ""sq2"": ""Identify the year the driver from sq1 entered Formula One."",
    ""sq3"": ""Combine the information from sq2 to get the final answer.""
  }
```
```json
  {
    ""sq1"": ""Mika Häkkinen"",
    ""sq2"": ""1991"",
    ""sq3"": ""1991""
  }
```
```json
  1991
```",1991,"1991 
",1991,1991,100.0,100.0
33,33,33,33,81st_United_States_Congress_1,"Of the successors who took over on November 7th , who was born first ?","```json
{
 ""decomposition"": [
  ""sq1. Identify all rows where 'Date of successor 's formal installation' is 'November 7 , 1950'. (independent)"",
  ""sq2. Extract the successor's name from each identified row. (depends on sq1)"",
  ""sq3. For each extracted successor, identify their birthdate based on the more_context. (depends on sq2)"",
  ""sq4. Compare the birthdates of all extracted successors and identify the earliest one. (depends on sq3)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant rows are:\nNorth Carolina 11th | Alfred L. Bulwinkle ( D ) | Died August 31 , 1950 | Woodrow W. Jones ( D ) | November 7 , 1950\nKansas 3rd | Herbert A. Meyer ( R ) | Died October 2 , 1950 | Myron V. George ( R ) | November 7 , 1950"",
  ""Answer to sq2: Woodrow W. Jones, Myron V. George"",
  ""Answer to sq3: Woodrow W. Jones - January 26, 1914, Myron V. George - January 6, 1900"",
  ""Answer to sq4: Myron V. George was born earlier.""
 ],
 ""final_answer"": ""Myron V. George""
}
```",Myron Virgil George,"Myron V. George 
",myron virgil george,myron v. george,66.66666666666666,0.0
34,34,34,34,Atlantic_League_of_Professional_Baseball_0,In which year did the team that most recently won the league in 2013 welcome their 6 millionth fan ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the team that won the league in 2013."",
  ""sq2. Identify the year when that team welcomed their 6 millionth fan."",
  ""sq3. Combine the answers to sq1 and sq2 to provide the final answer.""
 ],
 ""answers"": [
  ""Answer to sq1: The team that won the league in 2013 was the Long Island Ducks."",
  ""Answer to sq2: The Long Island Ducks welcomed their 6 millionth fan in mid-2014."",
  ""Answer to sq3: 2014""
 ],
 ""final_answer"": ""2014""
}
```",2014,"2014 
",2014,2014,100.0,100.0
35,35,35,35,Leipzig_Marathon_0,"Of the countries for 2003 and 2004 , which country has a larger population ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the countries in the table for years 2003 and 2004. (independent)"",
  ""sq2. Identify the populations of the countries found in sq1. (depends on sq1)"",
  ""sq3. Compare the populations of the countries from sq2 and identify the country with the larger population. (depends on sq2)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant rows are:\n  April 13 , 2003 | Mykola Rudyk | Ukraine | 2:17:50\n  April 25 , 2004 | Christopher Cheboiboch | Kenya | 2:10:16 CR"",
  ""Answer to sq2: The population of Ukraine is 42 million, and the population of Kenya is 47.6 million."",
  ""Answer to sq3: Kenya has a larger population than Ukraine.""
 ],
 ""final_answer"": ""Kenya""
}
```",Kenya,"Kenya 
",kenya,kenya,100.0,100.0
