,Unnamed: 0.1,Unnamed: 0,index,table_id,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
10,10,10,10,Australia_at_the_2011_World_Aquatics_Championships_0,What is the birth year of the youngest athlete to take a medal in diving ?,"```json
{
 ""evidence"": ""The relevant row contains information about Melissa Wu's medal in diving:\nMedal | Name | Sport | Event | Date\nSilver | Alexandra Croak Melissa Wu | Diving | Women 's 10 m synchronized platform | 18 July\n\nMore context: \nAlexandra Croak Melissa Wu: \""Melissa Paige Wu ( born 3 May 1992 ) is an Australian diver and silver medal winner at the 2007 World Aquatics Championships , the 2006 Commonwealth Games and the 2008 Summer Olympics . She is an Australian Institute of Sport scholarship holder .\"""",
 ""answer"": ""The youngest athlete to take a medal in diving was Melissa Wu, born in 1992.""
}
```",1993,"1992 
",1993,1992,0.0,0.0
11,11,11,11,Rhythmic_Gymnastics_World_Cup_0,What year was the World Cup held in the city where the Vinča culture evolved in the 6th millennium BC ?,"```json
{
 ""evidence"": ""The relevant row contains information about the 1st World Cup Final held in Belgrade in 1983:\nYear | Event | Format | Location\n1983 | 1st World Cup Final | Individuals and groups | Belgrade"",
 ""answer"": ""The 1st World Cup Final was held in Belgrade in 1983. The Vinča culture evolved in the 6th millennium BC in Belgrade. Therefore, the World Cup was held in Belgrade in 1983.""
}
```",1983,"1983 
",1983,1983,100.0,100.0
12,12,12,12,List_of_Major_League_Baseball_saves_champions_2,What was the youngest person 's name who tied for annual save leader in the year with the greatest number of people who tied for that recognition ?,"```json
{
 ""evidence"": ""The year with the greatest number of people who tied for the annual save leader is 1886, with 6 people: Bones Ely, Dave Foutz, Nat Hudson, Ed Morris, Joe Strauss. The youngest of them is Joe Strauss, born in 1858, while the others were born between 1856 and 1862. \n"",
 ""answer"": [
  ""Joe Strauss""
 ]
}
```",Dave Foutz,"Joe Strauss 
",dave foutz,joe strauss,0.0,0.0
13,13,13,13,"Papal_conclave,_1370_0",What is the title of the elector who died on 22 July 1376 ?,"```json
{
 ""evidence"": ""The relevant row contains information about Simon Langham's elevation to Cardinal: \nElector | Title | Elevated | Elevator\nSimon Langham | Priest of S. Sisto | September 22 , 1368 | Pope Urban V\nMore context: \nSimon de Langham ( 1310 - 22 July 1376 ) was an English clergyman who was Archbishop of Canterbury and a cardinal ."",
 ""answer"": ""The elector who died on 22 July 1376 was Simon Langham, and his title was Priest of S. Sisto.""
}
```",Priest of S. Sisto,"Simon Langham 
",priest of s. sisto,simon langham,0.0,0.0
14,14,14,14,List_of_Imperial_German_artillery_regiments_1,What is the latin name of the city that a regiment of the corps established on 1 April 1899 in Frankfurt am Main was garrisoned in ?,"```json
{
 ""evidence"": ""The relevant row contains information about the 19th ( 2nd Royal Saxon ) Foot Artillery: \nRegiment | Raised | Garrison | Corps\n19th ( 2nd Royal Saxon ) Foot Artillery | 1 October 1912 | Dresden | XII Army Corps\nThe text provides the Latin name for Dresden: Dresden ( /dr\u025bzd\u0259n/ , German : [ \u02c8d\u0281e\u02d0sdn\u0329 ] ( listen ) ; Upper and Lower Sorbian : Drje\u017ed\u017aany ; Czech : Dr\u00e1\u017e\u010fany ; Polish : Drezno ) "",
 ""answer"": [
  ""Dr\u00e1\u017e\u010fany""
 ]
}
```",Mogontiacum,"Dr\u00e1\u017e\u010fany 
",mogontiacum,dr\u00e1\u017e\u010fany,0.0,0.0
15,15,15,15,List_of_Dundee_United_F.C._records_and_statistics_0,The player that captained the team that won the 2006 Scottish Cup Final was paid a record signing fee to join a club that beat Tottenham Hotspur to win what trophy ?,"evidence: |
  The relevant rows contain information about Steven Pressley and Coventry City:
  Year | Player | From | Fee | 2006
  1995 | Steven Pressley | Coventry City | £750,000 | £1,027,500
  More context: 
  ""Steven Pressley"": ""Steven John Pressley ( born 11 October 1973 ) is a Scottish professional football manager and former player who played as a centre back . He most recently the manager of Carlisle United . Pressley had a long playing career , playing for both halves of the Old Firm and making over 100 league appearances for both Dundee United and over 250 for Hearts . Pressley captained the Hearts side that won the 2006 Scottish Cup Final , and made 32 appearances for Scotland . As a player , Pressley was described as hard-working and exhibiting leadership . After retiring as a player , Pressley was assistant manager of Falkirk , before being appointed manager in February 2010 . Pressley also served as an assistant manager to George Burley while Burley was manager of Scotland . He moved to League One side Coventry City in March 2013 , but was dismissed in February 2015 . He has since managed Fleetwood Town , Cypriot club Pafos and Carlisle United ."",
  ""Coventry City F.C."": ""Coventry City Football Club is a professional football club based in Coventry , West Midlands , England . The club competes in League One , the third tier of the English football league system , following promotion via the playoffs from League Two in the 2017-18 season , and temporarily plays its home games at St Andrew 's Stadium in Birmingham . Coventry City formed as Singers F.C . in 1883 following a general meeting of the Singer Factory Gentleman 's club . They adopted their current name in 1898 , joining the Football League in 1919 . They won their only major trophy in 1987 when they beat Tottenham Hotspur 3-2 to win the FA Cup . They are one of only five clubs to have won both the FA Cup and the FA Youth Cup in the same season . They have also reached two Football League Cup semi-finals , in 1981 and 1990 . They returned to Wembley in April 2017 , defeating Oxford United 2-1 to win the Football League Trophy and again in May 2018 , beating Exeter City 3-1 to gain promotion to EFL League One via the play-offs . The club , nicknamed the Sky Blues because of the colour of their strip , was an inaugural member of the Premier League in 1992 and spent 34 consecutive seasons in the English top-flight until relegation in 2001 . Following eleven seasons in the second-tier Football League Championship , Coventry were relegated to League One in 2012 , the first time they had been in the third tier since 1964 . In 2017 , there was a further relegation , with the club dropping to the fourth tier of English football for the first time since 1959 .""
answer: |
  Steven Pressley captained the team that won the 2006 Scottish Cup Final. He was paid a record signing fee to join Coventry City, which beat Tottenham Hotspur to win the FA Cup. 
",FA Cup,"FA Cup 
",fa cup,fa cup,100.0,100.0
16,16,16,16,Public_transport_in_Havering_0,"Who manages the station that was completely rebuilt in 1932 by the London , Midland and Scottish Railway ?","```json
{
 ""evidence"": ""The relevant row contains information about the Hornchurch station, which was completely rebuilt in 1932 by the London, Midland and Scottish Railway: \nStation | Manager | Category | Fare zone\nHornchurch | London Underground | n/a | 6"",
 ""answer"": ""The London Underground manages the Hornchurch station that was completely rebuilt in 1932 by the London, Midland and Scottish Railway.""
}
```",London Underground,"London Underground 
",london underground,london underground,100.0,100.0
17,17,17,17,Indian_Television_Academy_Awards_12,What is the show of the winning actor who has won National Film Award for Best Art Direction four times ?,"```json
{
 ""evidence"": ""The relevant row contains information about Nitin Chandrakant Desai's show in 2001:\nYear | Name | Show\n2001 | Nitin Chandrakant Desai | The Great Warrior Chhatrapati Shivaji\nMore context:\nNitin Chandrakant Desai has won National Film Award for Best Art Direction four times."",
 ""answer"": [
  ""The Great Warrior Chhatrapati Shivaji""
 ]
}
```",The Great Warrior Chhatrapati Shivaji,"The Great Warrior Chhatrapati Shivaji 
",the great warrior chhatrapati shivaji,the great warrior chhatrapati shivaji,100.0,100.0
18,18,18,18,2000_MLS_SuperDraft_0,What is the birthplace of the player who was first pick in the 2000 MLS SuperDraft and was affiliated with the fourth-oldest university of the 10-campus University of California system ?,"evidence: |
    The relevant row contains information about Steve Shak who was picked first in the 2000 MLS SuperDraft and was affiliated with UCLA:
    Pick # | MLS team | Player | Position | Affiliation
    1 | MetroStars | Steve Shak | D | UCLA
    UCLA is described as the fourth-oldest of the 10-campus University of California system. 
evidence: |
    The information about Steve Shak's birthplace is found in the context: 
    ""Steve Shak ( born February 8 , 1978 in Cerritos , California ) is a retired American soccer player .""
answer: |
    The birthplace of Steve Shak, the player who was first pick in the 2000 MLS SuperDraft and was affiliated with UCLA, is Cerritos, California. 
","Cerritos , California","Cerritos, California 
","cerritos , california","cerritos, california",100.0,100.0
19,19,19,19,List_of_soccer_clubs_in_Australia_0,What is the League/Division of the club that was formed in 1954 ?,"```json
{
 ""evidence"": ""The relevant row contains information about APIA Leichhardt Tigers FC:\nClub | League/Division | Lvl | State | City\nAPIA Leichhardt Tigers FC | National Premier Leagues NSW | 2 | New South Wales | Sydney\nMore context: \nAPIA Leichhardt Football Club , also known simply as APIA , is a semi-professional soccer club based in the suburb of Leichhardt in Sydney , Australia . The club was formed in 1954 as APIA Leichhardt , by Italian Australians APIA , winner of the national Australian championship of 1987 , is currently a member of the NPL NSW ."",
 ""answer"": [
  ""The League/Division of APIA Leichhardt Tigers FC, which was formed in 1954, is National Premier Leagues NSW.""
 ]
}
```",National Premier Leagues NSW,"National Premier Leagues NSW 
",national premier leagues nsw,national premier leagues nsw,100.0,100.0
20,20,20,20,American_Horse_of_the_Year_0,What was the month of birth of the trainer of the 2018 American Horse of the Year ?,"```json
{
 ""evidence"": ""The 2018 American Horse of the Year was Justify, trained by Bob Baffert.\nBob Baffert was born on January 13, 1953."",
 ""answer"": [
  ""January""
 ]
}
```",January,"January 
",january,january,100.0,100.0
21,21,21,21,Montenegrin_First_League_8,Which of the 2007 clubs was established first ?,"```json
{
 ""evidence"": ""The relevant rows are:\nYear | Directly relegated | Directly promoted\n2007 | FK Berane | FK Lovćen\n\nThe relevant context is:\n{ \""FK Berane\"": \""Fudbalski klub Berane ( Cyrillic : \u0424\u0443\u0434\u0431\u0430\u043b\u0441\u043a\u0438 \u043a\u043b\u0443\u0431 \u0411\u0435\u0440\u0430\u043d\u0435 ) is a Montenegrin football club based in Berane . Established at 1920 , the club plays in the Second League of Montenegro .\"",\n\""FK Lovćen\"": \""Fudbalski klub Lovćen Cetinje is a football club based in Old Royal Capital Cetinje , Montenegro . It was founded on 20 June 1913 . It was named after Mount Lovćen near Cetinje . Lovćen is the oldest football club in Montenegro and one of the oldest in Southeastern Europe . As one of the most successful Montenegrin teams , Lovćen won the Montenegrin Cup 2014 . Today , Lovćen is a member of Montenegrin First League . FK Lovćen is a part of Lovćen Cetinje sports society .\"" }"",
 ""answer"": [
  ""FK Lovćen was established first in 1913."",
  ""FK Berane was established later in 1920.""
 ]
}
```",FK Lovćen,"FK Lovćen 
",fk lovćen,fk lovćen,100.0,100.0
22,22,22,22,List_of_comic_book_supervillain_debuts_2,"Of the five listed characters that appear on IGN 's list of the Top 100 Comic Book Villains Of All Time List , who is # 67 ?","```json
{
 ""evidence"": ""The relevant row contains information about Mr. Freeze: \nCharacter / Team | Year Debuted | Company | Creator/s | First Appearance\nMr. Freeze ( originally Mr. Zero ) | 1959 ( February ) | DC | Bob Kane | Batman ( vol . 1 ) # 121"",
 ""answer"": ""Mr. Freeze (originally Mr. Zero) is # 67 on IGN's list of the Top 100 Comic Book Villains of All Time List.""
}
```",Mr . Freeze,"Mr. Freeze 
",mr . freeze,mr. freeze,100.0,100.0
23,23,23,23,List_of_soccer_clubs_in_Australia_6,"For the club originally called Palm Beach SC , in what month did its city host the 2018 Commonwealth Games ?","```json
{
 ""evidence"": ""The relevant row contains information about Gold Coast City FC, which was originally called Palm Beach SC: \nClub | League/Division | Lvl | State | City\nGold Coast City | National Premier Leagues Queensland | 2 | Queensland | Gold Coast\nThe context information states that the Gold Coast hosted the 2018 Commonwealth Games."",
 ""answer"": ""The 2018 Commonwealth Games were held in April, and Gold Coast City FC's city, Gold Coast, hosted them.""
}
```",April,"April 
",april,april,100.0,100.0
24,24,24,24,Li_Yundi_discography_0,In which year was this record label founded that recorded the works of this composer who moved to Paris at the age of 21 ?,"```json
{
 ""evidence"": ""The composer who moved to Paris at the age of 21 is Frédéric Chopin. The first record of his works is found in the table with details '14th international Frederick Chopin Piano Competition Vol.1 Vol.2 Chopin : Piano Concerto No.1 In E Minor , Op.11 / Piano Sonata No.3 In B Minor , Op.58 / Mazurkas , Op . 33 / Andante spianato et Grande Polonaise brillante op . 22 / Nocturne No.13 in C minor , Op.48 No.1 / Waltze No.5 in A-Flat op.42 / Op.25 No.11 In A Minor Winter Wind / Ballade No.4 in F minor , Op.52', and its record label is Maxell. The record label Maxell is first mentioned in the table for the year 2000. "",
 ""answer"": [
  ""The record label Maxell was founded in 2000.""
 ]
}
```",1990,"2000 
",1990,2000,0.0,0.0
25,25,25,25,Javelin_throw_5,Which 1960s athlete is older ?,"```json
{
 ""evidence"": ""The relevant rows are:\nYear | Mark | Athlete | Place\n1967 | 90.98 | Jānis Lūsis ( URS ) | Odessa\n1968 | 91.98 | Jānis Lūsis ( URS ) | Saarijärvi\n1969 | 92.70 | Jorma Kinnunen ( FIN ) | Tampere\nMore context:\n{ ...\n\""Jānis Lūsis ( URS )\"": \""Jānis Lūsis ( born 19 May 1939 ) is a Latvian athlete who competed in javelin throw ...\"",\n\""Jorma Kinnunen ( FIN )\"": \""Jorma Vilho Paavali Kinnunen ( 15 December 1941 - 25 July 2019 ) was an athlete from Finland who competed mainly in the javelin throw ...\""\n}\nJānis Lūsis was born on 19 May 1939 and Jorma Kinnunen was born on 15 December 1941. Thus Jānis Lūsis is older."",
 ""answer"": ""Jānis Lūsis""
}
```",Jānis Lūsis,"Jānis Lūsis 
",jānis lūsis,jānis lūsis,100.0,100.0
26,26,26,26,Kazakhstan_at_the_2004_Summer_Olympics_0,What event besides decathlon does the bronze medalist in men 's decathlon at the Olympic Games of 2004 participate in ?,"evidence: |
    The relevant row contains information about Dmitriy Karpov's bronze medal in men's decathlon:
    Medal | Name | Sport | Event | Date
    Bronze | Dmitriy Karpov | Athletics | Men 's decathlon | August 24
  answer: |
    Dmitriy Karpov also participates in heptathlon.",heptathlon,"Heptathlon 
",heptathlon,heptathlon,100.0,100.0
27,27,27,27,Bellerive_Oval_0,What is the mascot of the team that played at Bellerive Oval in August and June of 2016 ?,"```json
{
 ""evidence"": ""The table shows that North Melbourne played at Blundstone Arena in Hobart, Tasmania in June and August of 2016."",
 ""answer"": [
  ""The mascot of North Melbourne is a grey kangaroo.""
 ]
}
```",kangaroo,"Not enough information provided. 
",kangaroo,not enough information provided,0.0,0.0
28,28,28,28,"List_of_schools_in_Perth,_Western_Australia_0",What is the year of the school whose suburb was originally named West Guildford ?,"```json
{
 ""evidence"": ""The relevant row is: \nName | Suburb | LGA | Established\nAnzac Terrace Primary School | Bassendean | Bassendean | 1969\nThe context states that Bassendean was originally named West Guildford."",
 ""answer"": ""The year of the school whose suburb was originally named West Guildford is 1969.""
}
```",1969,"1969 
",1969,1969,100.0,100.0
29,29,29,29,List_of_bridges_on_the_National_Register_of_Historic_Places_in_Oklahoma_0,In what year was the bridge built whose county was named for an Oklahoma constitutional convention attendee ?,"```json
{
 ""evidence"": ""The relevant row contains information about the US Highway 77 Bridge at Canadian River: \nName | Built | Listed | Location | County | Type\nUS Highway 77 Bridge at Canadian River | 1938 | 2003-09-02 | Purcell 35°0′54″N 97°20′38″W / 35.01500°N 97.34389°W / 35.01500 ; -97.34389 ( US Highway 77 Bridge at Canadian River ) | McClain | Deck Truss Bridge\nMore context:\nMcClain County is a county located in south central Oklahoma . As of the 2010 census , the population was 34,506 . Its county seat is Purcell . The county was named for Charles M. McClain , an Oklahoma constitutional convention attendee . McClain County is part of the Oklahoma City , OK Metropolitan Statistical Area ."",
 ""answer"": [
  ""The bridge was built in 1938.""
 ]
}
```",1938,"1938 
",1938,1938,100.0,100.0
30,30,30,30,List_of_Pacific-12_Conference_national_championships_0,"What is the number of NCAA Team Championships ( through January 15 , 2020 ) of the college that is the original private research university in its state ?","evidence: |
  The relevant row contains information about the University of Southern California:
  Institution | Location | Nickname | NCAA Team Championships ( through January 15 , 2020 )
  University of Southern California | Los Angeles , California | Trojans | 107
  More context:
  ""The University of Southern California ( USC , [ a ] SC , or Southern Cal ) is a private research university in Los Angeles , California . Founded in 1880 , it is the oldest private research university in California . ""
answer: |
  The University of Southern California, the oldest private research university in California, has won 107 NCAA Team Championships. 
",107,"107 
",107.0,107.0,100.0,100.0
