,Unnamed: 0,index,table_id,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
13,13,13,totto_source/train_json/example-4916.json,Who finished 2nd at the 2014 Commonwealth games and what time did they achieve?,"Here's the answer to the question:

Evidence:
The relevant row contains information about the 2014 Commonwealth Games:
Year | Competition | Venue | Position | Event | Notes
2014 | Commonwealth Games | Glasgow, Scotland | 2nd | 100m | 10.10

Answer:
At the 2014 Commonwealth Games, Adam Gemili finished 2nd in the 100m event with a time of 10.10.","In the 2014 Commonwealth Games, Gemili finished the 100m in second position with a time of 10.10 seconds.","Adam Gemili, 10.10 
","in the 2014 coonwealth games, gemili finished the 100m in second position with a time of 10.10 seconds","adam gemili, 10.10",22.22222222222222,0.0
14,14,14,totto_source/train_json/example-13369.json,"When was ""I've Got a Feeling"" released?","Here is the answer with evidence:

Evidence:
The relevant rows contain information about the release dates of ""I've Got a Feeling"":
Region | Date | Format | Label
United States | October 7, 1997 | Promotional CD single | Atlantic
United States | October 7, 1997 | CD single | Atlantic
Australia | 1998 | CD single | Atlantic

Answer:
""I've Got a Feeling"" was released on October 7, 1997, in the United States, and in 1998 in Australia.","""I've Got a Feeling"" was released, through Atlantic, in the United States on October 7, 1997 and in Australia in 1998.","October 7, 1997, 1998 
","i've got a feeling was released, through atlantic, in the united states on october 7, 1997 and in australia in 1998","october 7, 1997, 1998",34.78260869565217,0.0
15,15,15,totto_source/train_json/example-6138.json,What and when were Tom Felton's first two roles?,"Here is the answer:

**Evidence:**

The relevant rows contain information about Tom Felton's first two roles:
```
Year | Title | Role | Notes
1997 | The Borrowers | Peagreen Clock | -
1999 | Anna and the King | Louis T. Leonowens | -
```
**Answer:**

Tom Felton's first two roles were as Peagreen Clock in ""The Borrowers"" (1997) and as Louis T. Leonowens in ""Anna and the King"" (1999).",Tom Felton made his debut in the role of Peagreen Clock in The Borrowers in 1997 and portrayed Louis T. Leonowens in Anna and the King in 1999.,"""Peagreen Clock"" in ""The Borrowers"" (1997) and ""Louis T. Leonowens"" in ""Anna and the King"" (1999) 
",tom felton made his debut in the role of peagreen clock in the borrowers in 1997 and portrayed louis t. leonowens in anna and the king in 1999,peagreen clock in the borrowers (1997) and louis t. leonowens in anna and the king (1999),71.7948717948718,0.0
16,16,16,totto_source/train_json/example-4815.json,What were the results of the 1990 Colorado gubernatorial election?,"Evidence:
The relevant rows contain information about the results of the 1990 Colorado gubernatorial election:

 Party | Party | Candidate | Votes | % | ±
- | Democratic | Roy Romer | 626,032 | 61.89% | -
- | Republican | John Andrews | 358,403 | 35.43% | -
- | Libertarian | David Aitken | 18,930 | 1.87% | -
- | Prohibition | David Livingston | 7,907 | 0.78% | -

Answer:
The results of the 1990 Colorado gubernatorial election were: Roy Romer (Democratic) won with 626,032 votes (61.89%), John Andrews (Republican) received 358,403 votes (35.43%), David Aitken (Libertarian) received 18,930 votes (1.87%), and David Livingston (Prohibition) received 7,907 votes (0.78%).","Democrat Roy Romer defeated Republican nominee, John Andrews with 61.89% of the vote.","Roy Romer won with 61.89% of the vote. 
","democrat roy romer defeated republican nominee, john andrews with 61.89% of the vote",roy romer won with 61.89% of the vote,63.1578947368421,0.0
17,17,17,totto_source/train_json/example-13344.json,"In the 86th United States Congress, What date was the end of Richard M. Simpson's service, and who was his successor?","Here is the answer with evidence:

question: In the 86th United States Congress, What date was the end of Richard M. Simpson's service, and who was his successor?

evidence: |
  The relevant row contains information about Richard M. Simpson's service and his successor:
  District | Vacator | Reason for change | Successor | Date of successor's formal installation
  Pennsylvania 18th | Richard M. Simpson (R) | Died January 7, 1960 | Douglas H. Elliott (R) | April 26, 1960

answer: |
  Richard M. Simpson's service ended on January 7, 1960, and his successor was Douglas H. Elliott.","In the 86th United States Congress, Richard M. Simpson (R) served until January 7, 1960 and was succeeded by Douglas H. Elliott (R) on April 26, 1960, who served until June 19, 1960.","January 7, 1960, Douglas H. Elliott 
","in the 86 united states congress, richard m. simpson (r) served until january 7, 1960 and was succeeded by douglas h. elliott (r) on april 26, 1960, who served until june 19, 1960","january 7, 1960, douglas h. elliott",31.57894736842105,0.0
18,18,18,totto_source/train_json/example-2382.json,"What roles did Sandra Peabody play in Tarot and Annie Get Your Gun, respectively?","Here is the answer with evidence:

**Evidence:**

The relevant rows contain information about Sandra Peabody's theatre roles:

Year | Title | Role | Notes
1970 | Tarot | The Sun | Off-Broadway
1973-1974 | Annie Get Your Gun | Minnie | Shady Grove Music Fair

**Answer:**

Sandra Peabody played The Sun in Tarot and Minnie in Annie Get Your Gun, respectively.","Peabody appeared as The Sun in an Off-Broadway production of Tarot (1970), which she followed with the role as Minnie in Annie Get Your Gun (1973-1974).","The Sun, Minnie 
",peabody appeared as the sun in an off-broadway production of tarot,"the sun, minnie",18.18181818181818,0.0
19,19,19,totto_source/dev_json/example-1788.json,How close was Texas' 21st congressional district election?,"Here is the answer:

evidence: |
  The relevant row contains information about the election results:
  Party | Party | Candidate | Votes | % | ±
  - | Republican | Lamar Smith | 169,924 | 68.9 | 11.09
  - | Democratic | Lainey Melnick | 65,834 | 27.9 | +3.39

answer: |
  The election was not close, with the Republican candidate Lamar Smith winning by a margin of nearly 41% over the Democratic candidate Lainey Melnick.","In the Texas's 21st congressional district election, Lamar Smith defeated Lainey Melnick with 68.9 percent of the vote, with a majority of 96929 votes.","Not close 
","in the texas's 21 congressional district election, lamar smith defeated lainey melnick with 68.9 percent of the vote, with a majority of 96929 votes",not close,0.0,0.0
20,20,20,totto_source/train_json/example-9366.json,What are all the non-Leo awards for which Rickards received a solo nomination?,"Here is the answer:

evidence: |
  The relevant row contains information about the election results:
  Party | Party | Candidate | Votes | % | ±
  - | Republican | Lamar Smith | 169,924 | 68.9 | 11.09
  - | Democratic | Lainey Melnick | 65,834 | 27.9 | +3.39

answer: |
  The election was not close, with the Republican candidate Lamar Smith winning by a margin of nearly 41% over the Democratic candidate Lainey Melnick.","Rickards has been nominated for five Teen Choice Awards: four for Choice TV Actress in Fantasy, Sci-Fi, or Action, and one for Female Breakout Star in 2014.","Not enough information provided. 
","rickards has been nominated for 5 teen choice awards: 4 for choice tv actress in fantasy, sci-fi, or action, and 1 for female breakout star in 2014",not enough information provided,0.0,0.0
21,21,21,totto_source/train_json/example-3894.json,What films did Aaron Taylor-Johnson appear in in 2017 and 2018?,"Here is the answer:

evidence: |
  The relevant row contains information about the election results:
  Party | Party | Candidate | Votes | % | ±
  - | Republican | Lamar Smith | 169,924 | 68.9 | 11.09
  - | Democratic | Lainey Melnick | 65,834 | 27.9 | +3.39

answer: |
  The election was not close, with the Republican candidate Lamar Smith winning by a margin of nearly 41% over the Democratic candidate Lainey Melnick.","In 2017, Aaron Taylor-Johnson appeared in Doug Liman's The Wall and, in 2018, appeared in Outlaw King as well as A milliom Little Pieces.","Not enough information provided. 
","in 2017, aaron taylor-johnson appeared in doug liman's the wall and, in 2018, appeared in outlaw king as well as a milliom little pieces",not enough information provided,0.0,0.0
22,22,22,totto_source/dev_json/example-2033.json,How many Best Actress Awards did Choi win in 1994 and where were they from?,"Here is the answer with evidence:

Evidence:
The relevant rows contain information about Choi Myung-gil's Best Actress Awards in 1994:
Year | Award | Category | Nominated work | Result
1994 | 16th Three Continents Festival | Best Actress | Rosy Life | Won
1994 | 15th Blue Dragon Film Awards | Best Actress | Rosy Life | Won
1994 | 31st Baeksang Arts Awards | Best Actress | Rosy Life | Won
1994 | 15th Korean Association of Film Critics Awards | Best Actress | Rosy Life | Won

Answer:
In 1994, Choi Myung-gil won four Best Actress Awards: at the 16th Three Continents Festival, the 15th Blue Dragon Film Awards, the 31st Baeksang Arts Awards, and the 15th Korean Association of Film Critics Awards, all for her work in ""Rosy Life"".","Choi received 2 Best Actress awards for Rosy Life, one at the 16th Three Continents Festival and the other in the 15th Blue Dragon Film Awards.","4, ['16th Three Continents Festival', '15th Blue Dragon Film Awards', '31st Baeksang Arts Awards', '15th Korean Association of Film Critics Awards'] 
","choi received 2 best actress awards for rosy life, 1 at the 16 3 continents festival and the other in the 15 blue dragon film awards","4, ['16 3 continents festival', '15 blue dragon film awards', '31 baeksang arts awards', '15 korean association of film critics awards']",45.454545454545446,0.0
23,23,23,totto_source/dev_json/example-1769.json,What year was Rosie Huntington-Whiteley most successful?,"Here's the answer:

**Evidence:**

The relevant rows contain information about Rosie Huntington-Whiteley's awards and nominations:

Year | Award | Category | Nominated work | Result
2011 | Glamour Awards | Editor's Special Award | Herself | Won
2011 | Guys Choice | Our New Girlfriend | Herself | Won
2011 | CinemaCon Awards | Female Star of Tomorrow | Herself | Won

**Answer:**

In 2011, Rosie Huntington-Whiteley was most successful, winning three awards: Editor's Special Award at the Glamour Awards, Our New Girlfriend at the Guys Choice, and Female Star of Tomorrow at the CinemaCon Awards.",In 2011 Rosie Huntington-Whiteley won 3 awards and was nominated for the Teen Choice Awards Choice Movie Actress: Summer award.,"2011 
",in 2011 rosie huntington-whiteley won 3 awards and was nominated for the teen choice awards choice movie actress: suer award,2011,10.0,0.0
24,24,24,totto_source/train_json/example-823.json,Who were the top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles?,"Here's the answer:

evidence: |
  The relevant rows contain information about the top 2 finishers:
  Rank | Name | Nationality | Time (automatic) | Notes
  - | Harrison Dillard | United States | 13.91 | OR
  - | Jack Davis | United States | 14.00 | -

answer: |
  The top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles were Harrison Dillard and Jack Davis, both from the United States.",Automatic timing showed Dillard had a time of 13.91 and Davis recorded a time of 14.00.,"Harrison Dillard, Jack Davis 
",automatic timing showed dillard had a time of 13.91 and davis recorded a time of 14.00,"harrison dillard, jack davis",22.222222222222225,0.0
25,25,25,totto_source/dev_json/example-32.json,What movies and roles did Morris play in 1997?,"Here is the answer:

**Evidence:**
The relevant rows contain information about Haviland Morris's filmography in 1997:
```
Year | Title | Role | Notes
1997 | The Fifth Element | Korben Dallas's mother | Voice
1997 | Home Alone 3 | Karen Pruitt | -
```
**Answer:**
In 1997, Haviland Morris played the role of Korben Dallas's mother in ""The Fifth Element"" and the role of Karen Pruitt in ""Home Alone 3"".",Morris played Korben Dallas's mother in The Fifth Element and Karen Pruitt in Home Alone 3 in 1997.,"""The Fifth Element"", ""Home Alone 3"" 
",morris played korben dallas's mother in the fifth element and karen pruitt in home al1 3 in 1997,"the fifth element, home al1 3",45.45454545454545,0.0
26,26,26,totto_source/train_json/example-82.json,Who received the silver and bronze medals for the women's 400 metres hurdles at the 1992 Summer Olympics?,"Here is the answer:

**Evidence:**
The relevant row contains information about the medal winners:
```
RANK | FINAL | TIME
- | Sandra Farmer-Patrick (USA) | 53.69
- | Janeene Vickers (USA) | 54.31
```
**Answer:**
Sandra Farmer-Patrick (USA) received the silver medal, and Janeene Vickers (USA) received the bronze medal for the women's 400 metres hurdles at the 1992 Summer Olympics.","Farmer-Patrick was in second, winning silver in 53.69 secs, while Vickers narrowly held on for the bronze medal from Ledovskaya, both being timed at 54.31 secs.","Sandra Farmer-Patrick, Janeene Vickers 
","farmer-patrick was in second, winning silver in 53.69 secs, while vickers narrowly held on for the bronze medal from ledovskaya, both being timed at 54.31 secs","sandra farmer-patrick, janeene vickers",13.793103448275865,0.0
27,27,27,totto_source/dev_json/example-1261.json,What did Kathryn Beaumont star in 1953?,"Here's the answer:

**Evidence:**
The relevant row contains information about Kathryn Beaumont's role in 1953:
Year | Title | Role | Notes
1953 | Peter Pan | Wendy Darling | Voice role

**Answer:**
In 1953, Kathryn Beaumont starred in Peter Pan as Wendy Darling.",Kathryn Beaumont starred in the voice role of Wendy Darling in Peter Pan (1953).,"Peter Pan 
",kathryn beaumont starred in the voice role of wendy darling in peter pan,peter pan,28.57142857142857,0.0
28,28,28,totto_source/dev_json/example-1803.json,Which competitions did Fabrizio Donato win gold medal?,"Here's the answer:

**Evidence:**
The relevant row contains information about Kathryn Beaumont's role in 1953:
Year | Title | Role | Notes
1953 | Peter Pan | Wendy Darling | Voice role

**Answer:**
In 1953, Kathryn Beaumont starred in Peter Pan as Wendy Darling.","Fabrizio Donato won gold medals at the 2001 Mediterranean Games with a record of 17.05 metres and the 2009 European Indoor Championships, a championship record of 17.59 metres.","Not enough information provided. 
","fabrizio donato won gold medals at the 2001 mediterranean games with a record of 17.05 metres and the 2009 european indoor championships, a championship record of 17.59 metres",not enough information provided,0.0,0.0
29,29,29,totto_source/train_json/example-4421.json,"Who did Wayne Kerrins play for in the third division, and what seasons did he play for them?","Here is the answer to the question:

**Evidence:**
The relevant rows contain information about Wayne Kerrins' playing statistics:
```
Club | Season | Division | Apps | Goals | Apps | Goals | Apps | Goals | Apps | Goals
Fulham | 1986–87 | Third Division | 30 | 1 | 4 | 0 | 6 | 0 | 40 | 1
Fulham | 1987–88 | Third Division | 14 | 0 | 0 | 0 | 4 | 0 | 18 | 0
Fulham | 1988–89 | Third Division | 4 | 0 | 0 | 0 | 1 | 0 | 5 | 0
```
**Answer:**
Wayne Kerrins played for Fulham in the third division, and the seasons he played for them were 1986-87, 1987-88, and 1988-89.","Wayne Kerrins played for Fulham in the Third Division in 1986–87, 1987–88, and 1988–89.","Fulham, 1986-87, 1987-88, 1988-89 
","wayne kerrins played for fulham in the third division in 1986-87, 1987-88, and 1988-1989","fulham, 1986-87, 1987-88, 1988-1989",47.05882352941176,0.0
30,30,30,totto_source/train_json/example-569.json,Which albums did Maylee Todd release on the Do Right Music label and in which years?,"Evidence:

The relevant rows contain information about Maylee Todd's albums released on the Do Right Music label:

Year | Title | Label | Format
2010 | Choose Your Own Adventure | Do Right Music | CD
2011 | Do Right! Serato Pressing featuring Maylee Todd | Do Right Music | 12"" vinyl & digital download
2013 | Escapology | Do Right Music | CD, LP
2017 | Acts Of Love | Do Right Music | CD, LP

Answer:

Maylee Todd released the following albums on the Do Right Music label: Choose Your Own Adventure (2010), Do Right! Serato Pressing featuring Maylee Todd (2011), Escapology (2013), and Acts Of Love (2017).",Maylee Todd released her first album Choose Your Own Adventure in 2010 and Escapology in 2013 on the Do Right Music label.,"'Choose Your Own Adventure' (2010), 'Do Right! Serato Pressing featuring Maylee Todd' (2011), 'Escapology' (2013), 'Acts Of Love' (2017) 
",maylee todd released her first album choose your own adventure in 2010 and escapology in 2013 on the do right music label,"'choose your own adventure' (2010), 'do right! serato pressing featuring maylee todd' (2011), 'escapology' (2013), 'acts of love' (2017)",55.000000000000014,0.0
31,31,31,totto_source/train_json/example-1542.json,What did Daniela Ramirez do in 2012?,"Here is the answer:

Evidence:
The relevant rows contain information about Dania Ramirez's work in 2012:
Year | Title | Role | Notes
2012 | American Reunion | Selena | -
2012 | Premium Rush | Vanessa | -

Answer:
In 2012, Dania Ramirez played the role of Selena in American Reunion and the role of Vanessa in Premium Rush.","In 2012, Ramirez appeared in two roles: Selena in American Reunion and Vanessa in Premium Rush.","Selena in American Reunion, Vanessa in Premium Rush 
","in 2012, ramirez appeared in 2 roles: selena in american reunion and vanessa in premium rush","selena in american reunion, vanessa in premium rush",66.66666666666666,0.0
32,32,32,totto_source/dev_json/example-2254.json,What marathons did Feyisa Lilesa run in 2010?,"Here's the answer:

**Evidence:**
The relevant rows contain information about Feyisa Lilesa's marathons in 2010:
```
Year | Competition | Venue | Position | Event | Notes
2010 | Xiamen International Marathon | Xiamen, China | 1st | Marathon | 2:08:47
2010 | Rotterdam Marathon | Rotterdam, Netherlands | 4th | Marathon | 2:05:23
2010 | Chicago Marathon | Chicago, United States | 3rd | Marathon | 2:08:10
```
**Answer:**
In 2010, Feyisa Lilesa ran the Xiamen International Marathon, Rotterdam Marathon, and Chicago Marathon.","Feyisa Lilesa ran at the 2010 Chicago Marathon, at the 2010 Rotterdam Marathon, and at the Xiamen International Marathon.","Xiamen International Marathon, Rotterdam Marathon, Chicago Marathon 
","feyisa lilesa ran at the 2010 chicago marathon, at the 2010 rotterdam marathon, and at the xiamen international marathon","xiamen international marathon, rotterdam marathon, chicago marathon",60.86956521739131,0.0
33,33,33,totto_source/train_json/example-4002.json,"Which of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards, and when were they nominated?","Here is the evidence and answer:

Evidence:
The relevant rows contain information about Smacksoft's nominations for Best Modern Rock Album:
Year | Award | Category | Nominated work | Result | Ref.
2010 | Korean Music Awards | Best Modern Rock Album | Shines in the Dark | Nominated | -
2013 | Korean Music Awards | Best Modern Rock Album | Follow Your Heart | Nominated | -

Answer:
Smacksoft's albums Shines in the Dark and Follow Your Heart were nominated for Best Modern Rock Album at the Korean Music Awards in 2010 and 2013, respectively.",Two of Smacksoft's albums were nominated for Best Modern Rock Album at the Korean Music Awards: Shines in the Dark in 2010 and Follow Your Heart in 2013.,"'Shines in the Dark' (2010), 'Follow Your Heart' (2013) 
",2 of smacksoft's albums were nominated for best modern rock album at the korean music awards: shines in the dark in 2010 and follow your heart in 2013,"'shines in the dark' (2010), 'follow your heart' (2013)",47.05882352941176,0.0
34,34,34,totto_source/train_json/example-13556.json,"When did Anthony Alonzo win Metro Manila Film Festival awards and for which works, respectively?","Here is the answer:

Evidence:
The relevant rows contain information about Anthony Alonzo's Metro Manila Film Festival awards:
Year | Award Giving Body | Category | Work | Result
1983 | Metro Manila Film Festival | Best Actor | Bago Kumalat ang Kamandag | Won
1987 | Metro Manila Film Festival | Best Actor | Anak Badjao | Won

Answer:
Anthony Alonzo won Metro Manila Film Festival awards in 1983 for ""Bago Kumalat ang Kamandag"" and in 1987 for ""Anak Badjao"".",Anthony Alonzo won the Best Actor awards from the Metro Manila Film Festival for Bago Kumalat Ang Kamandag in 1983 and for Anak Badjao in 1987.,"1983, ""Bago Kumalat ang Kamandag"", 1987, ""Anak Badjao"" 
",anthony alonzo won the best actor awards from the metro manila film festival for bago kumalat ang kamandag in 1983 and for anak badjao in 1987,"1983, bago kumalat ang kamandag, 1987, anak badjao",50.0,0.0
