index,question,answer,response
10,"over the past 10 years, how many percentage points did total business r&d increase annually at compound average growth rate?",[4.2],"To address the question of how many percentage points total business R&D increased annually at the compound average growth rate (CAGR) over the past 10 years (from 2006 to 2016), we will analyze the provided data.

**Understanding the data:**
The table shows total business R&D expenditures for the years 2006 and 2016 across all industries, manufacturing, and non-manufacturing sectors. Specifically:

- In 2006, the total business R&D was 247,669.
- In 2016, the total business R&D was 374,685.

**CAGR Calculation:**
The compound annual growth rate (CAGR) formula is given by: 

\[
\text{CAGR} = \left( \frac{\text{Ending Value}}{\text{Beginning Value}} \right)^{\frac{1}{n}} - 1
\]

Where:
- Ending Value = 374,685
- Beginning Value = 247,669
- n = number of years = 10

Substituting the values into the formula:

\[
\text{CAGR} = \left( \frac{374685}{247669} \right)^{\frac{1}{10}} - 1
\]

Calculating the fraction:

\[
\frac{374685}{247669} \approx 1.5113
\]

Now, take the tenth root of this number:

\[
\text{CAGR} \approx 1.5113^{0.1} - 1
\]

Calculating that will yield:

\[
\text{CAGR} \approx 1.1281 - 1 = 0.1281
\]

Now, to express this as a percentage:

\[
\text{CAGR} \approx 0.1281 \times 100 \approx 12.81\%
\]

**Conclusion:**
Over the past 10 years (2006-2016), total business R&D increased at an annual compound growth rate of approximately 12.81 percentage points.

Final Answer: 12.81%"
11,which club did lodge play for in 1985-86?,['stockport county'],"The provided table lists various football clubs, seasons, divisions, league appearances (apps), goals scored, and totals, including a career total for a player named Lodge. To determine which club Lodge played for during the 1985-86 season, we need to examine the rows under 1985-86 in the relevant divisions.

Upon reviewing the table, we see the following entries for the year 1985-86:

1. **Southport** in the Northern Premier League with statistics for two separate entries. 
2. **Stockport County**, which also has statistics for the fourth division during that season.

To identify where Lodge played, we need to focus on the row that shows a total for the year 1985-86 and confirm it aligns correctly with Lodge’s career totals.

The table shows:
- Lodge was at Southport for both 1985-86 entries, totaling 69 appearances and 5 goals in the Northern Premier League overall.
- There is a separate total for Lodge for the year as well.

Since Lodge has no mention directly associated with Stockport County or any other team in 1985-86, it confirms that the only club he played for in 1985-86 season is **Southport**.

Final Answer: Southport"
12,how many passing yards did ryan tannehill get in 2018?,[1979.0],"The table provides statistics for Ryan Tannehill's NFL performance from 2012 to 2018. Specifically, we need to focus on the data from the year 2018, which states the following for passing yards:

- In 2018, Ryan Tannehill had **1,979 passing yards**.

This is the relevant statistic we are looking for in response to the question about his passing yards in that year.

Final Answer: 1,979"
13,which group of people is least likely to have engaged in health risk behaviours such as binge drinking and drug use in the 12 months preceding the sspps?,['heterosexual'],"To determine which group of people is least likely to have engaged in health risk behaviors such as binge drinking and drug use in the 12 months preceding the SSPS (Substance Use Survey), we need to analyze the percentage of each sexual orientation group that engaged in these behaviors as presented in the table.

### Binge Drinking in the Past 12 Months:
- Heterosexual: 44.1%
- Gay or Lesbian: 52.7%
- Bisexual: 55.3%
- Total Sexual Minority: 53.0%

### Non-Medicinal Cannabis Use in the Past 12 Months:
- Heterosexual: 15.3%
- Gay or Lesbian: 28.5%
- Bisexual: 46.3%
- Total Sexual Minority: 37.0%

### Non-Prescribed Drug Use in the Past 12 Months:
- Heterosexual: 2.6%
- Gay or Lesbian: 6.6%
- Bisexual: 14.0%
- Total Sexual Minority: 10.3%

### Used Drugs or Alcohol to Cope with Abuse or Violence (Lifetime):
- Heterosexual: 10.4%
- Gay or Lesbian: 18.2%
- Bisexual: 29.5%
- Total Sexual Minority: 24.1%

### Used Drugs or Alcohol to Cope with Abuse or Violence (Past 12 Months):
- Heterosexual: 9.7%
- Gay or Lesbian: Not reported (f)
- Bisexual: 31.0%
- Total Sexual Minority: 29.4%

### Summary:
- When comparing the health risk behaviors, the heterosexual group consistently shows lower percentages across binge drinking, non-medicinal cannabis use, and non-prescribed drug use. The percentages for heterosexuals are notably lower than those of gay, lesbian, and bisexual individuals across all behaviors analyzed.
- This indicates that heterosexual individuals are the least likely to have engaged in these health risk behaviors.

Final Answer: Heterosexual"
14,how many percent of heterosexual canadians reported that they had engaged in binge drinking on at least one occasion in the past 12 months?,[44.1],"The question asks for the percentage of heterosexual Canadians who reported engaging in binge drinking at least once in the past 12 months, as presented in the table.

Looking at the table specifically under the ""binge drinking in the past 12 months"" row for heterosexual individuals, we see the corresponding percentage listed.

From the table:

- The percentage of heterosexual Canadians who reported binge drinking in the past 12 months is **44.1%**.

Therefore, the answer to the question, based on the data provided in the table, is:

Final Answer: 44.1%"
15,"how many times of gay or lesbian canadians were more likely as heterosexual canadians to report having used other non-prescribed drugs such as magic mushrooms, cocaine or heroin in the past year?",[2.538462],"To determine how many times gay or lesbian Canadians were more likely than heterosexual Canadians to report having used other non-prescribed drugs in the past year, we will compare the reported percentages for both groups as given in the table.

From the table, we can extract the following information:

- The percentage of heterosexual Canadians who reported non-prescribed drug use in the past 12 months is 2.6%.
- The percentage of gay or lesbian Canadians who reported non-prescribed drug use in the past 12 months is 6.6%.

To find out how many times more likely gay or lesbian Canadians are to use non-prescribed drugs compared to heterosexual Canadians, we perform the following calculation:

\[ 
\text{Ratio} = \frac{\text{Percentage of gay or lesbian}}{\text{Percentage of heterosexual}} = \frac{6.6\%}{2.6\%} 
\]

Calculating this gives:

\[ 
\text{Ratio} = \frac{6.6}{2.6} \approx 2.538 
\]

This means that gay or lesbian Canadians are approximately 2.54 times more likely to report having used other non-prescribed drugs in the past year than heterosexual Canadians.

Final Answer: Approximately 2.54 times"
16,how many percent of bisexual canadians have reported that they have used non-prescribed drugs in the past 12 months?,[14.0],"The table provides various health risk behaviors reported by Canadians, segmented by sexual orientation, including heterosexual, gay or lesbian, bisexual, and a category for sexual orientation not elsewhere classified. Specifically, the question asks about the percentage of bisexual Canadians who reported using non-prescribed drugs in the past 12 months.

From the provided data related to non-prescribed drug use for bisexual individuals, we see:

- Non-prescribed drug use (past 12 months): 14.0% with a 95% confidence interval ranging from 10.3% to 18.8%.

The relevant percentage for bisexual Canadians is clearly stated as 14.0%.

Final Answer: 14.0%"
17,"how many percent of heterosexual canadians who had experienced abuse or violence in their lifetimes, have reported that they had used alcohol or drugs as a coping mechanism for these experiences?",[10.4],"To answer the question regarding how many percent of heterosexual Canadians who had experienced abuse or violence in their lifetimes reported using alcohol or drugs as a coping mechanism, we refer to the relevant row in the provided table.

From the table, we gather the following data:

- The percentage of heterosexual Canadians that reported using drugs or alcohol to cope with abuse or violence that occurred in their lifetime is **10.4%**.

This figure is specifically noted under the ""used drugs or alcohol to cope"" section for heterosexual individuals experiencing lifetime abuse or violence, indicating a measured percentage.

Final Answer: 10.4%"
18,"how many percent of bisexual canadians who had experienced abuse or violence in their lifetimes, have reported that they had used drugs or alcohol to cope with their lifetime experiences of abuse or violence?",[29.5],"To answer the question, let's first extract the relevant data from the provided table regarding the bisexual Canadians who experienced abuse or violence in their lifetimes and reported using drugs or alcohol to cope.

From the table:
- For bisexual individuals, the percentage who used drugs or alcohol to cope with abuse or violence that occurred in a lifetime is 29.5%.

This percentage specifically refers to the experiences of bisexual Canadians in the context described, thus it directly answers the question posed.

Final Answer: 29.5%"
19,"according to brdis, what was the total number of employees at r&d-performing companies in 2015?",[18913.0],"The table presents data on total employment for R&D-performing companies from 2008 to 2015, distinguishing between all companies, micro companies, small companies, medium companies, and large companies. To find the total number of employees at R&D-performing companies in 2015, we look at the row labeled ""all companies"" under the year 2015.

According to the table, the total number of employees at R&D-performing companies in 2015 is 18,913.

Final Answer: 18913"
20,how many million dollars did funding for research and development to universities and colleges increase in 2017?,[29796.0],"To determine how much funding for research and development (R&D) to universities and colleges increased in 2017, we will examine the R&D funding data from the relevant years.

From the table, we can look at the values specifically for R&D in 2016 and 2017:
- In 2016, the funding for R&D was **$27,939 million** (constant FY 2012 dollars).
- In 2017, the funding for R&D was **$27,635 million** (constant FY 2012 dollars).

Now, we calculate the increase in funding for R&D from 2016 to 2017:
To compare the values directly:
1. Increase = R&D funding in 2017 - R&D funding in 2016
2. Increase = **$27,635 million - $27,939 million = -$304 million**

This indicates that instead of an increase, there was actually a decrease in the funding for R&D from universities and colleges. 

Thus, funding did not increase; it represented a decrease of $304 million.

Final Answer: -304 million dollars"
21,"how many percent of the total number of enterprises in canada has increased from 1,028,397 in 2008 to 1,089,136 in 2014?",[5.9],"To find the percentage increase of the total number of enterprises in Canada from 2008 to 2014, we will use the formula for percentage increase:

\[
\text{Percentage Increase} = \left( \frac{\text{New Value} - \text{Old Value}}{\text{Old Value}} \right) \times 100
\]

From the table, we have:
- Old Value (2008 total enterprises) = 1,028,397
- New Value (2014 total enterprises) = 1,089,136

Now we can calculate the difference between the two values:

\[
\text{Difference} = 1,089,136 - 1,028,397 = 60,739
\]

Next, we will calculate the percentage increase:

\[
\text{Percentage Increase} = \left( \frac{60,739}{1,028,397} \right) \times 100
\]

Calculating this gives:

\[
\text{Percentage Increase} \approx \left( 0.0590 \right) \times 100 \approx 5.90\%
\]

Therefore, the total number of enterprises in Canada increased by approximately 5.90% from 2008 to 2014.

Final Answer: 5.90%"
22,which enterprise size class has the highest share of enterprises in 2008 and in 2014?,['between 1 and 4'],"To determine which enterprise size class has the highest share of enterprises in both 2008 and 2014, we will analyze the ""share"" percentages provided in the table.

From the table:

**2008:**
- Between 1 and 4: **64.4%**
- Between 5 and 9: **17.9%**
- Between 10 and 19: **9.5%**
- Between 20 and 49: **5.5%**
- Between 50 and 99: **1.7%**
- Between 100 and 249: **0.7%**
- Between 250 and 499: **0.2%**
- Between 500 and 999: **0.1%**
- 1,000 and above: **0.1%**

**2014:**
- Between 1 and 4: **64.9%**
- Between 5 and 9: **17.2%**
- Between 10 and 19: **9.4%**
- Between 20 and 49: **5.6%**
- Between 50 and 99: **1.7%**
- Between 100 and 249: **0.8%**
- Between 250 and 499: **0.2%**
- Between 500 and 999: **0.1%**
- 1,000 and above: **0.1%**

Comparing the two years:
- The ""Between 1 and 4"" size class has the highest share of 64.4% in 2008 and 64.9% in 2014.

No other size class surpasses these percentages in either year. Therefore, the ""Between 1 and 4"" size class consistently has the highest share of enterprises.

Final Answer: Between 1 and 4"
23,how many receiving yards did rex burkhead get in 2016?,[145.0],"To determine the number of receiving yards that Rex Burkhead accrued in 2016, we will refer to the 2016 row in the provided table data.

From the table, we see that for the year 2016 (where team is indicated as ""cin"" for Cincinnati):

- Games Played (gp): 16
- Games Started (gs): 1
- Receiving Yards (yds): 145

Thus, the total receiving yards for Rex Burkhead in the 2016 regular season is 145.

Final Answer: 145"
24,how many receving yards did braylon get in 2009?,[541.0],"The table provides career statistics for Braylon Edwards across different seasons, including specific data for the year 2009.

Looking specifically at the 2009 season:
- Playing for the Cleveland Browns, he participated in a total of 4 games.
- He had 10 receptions (rec).
- He gained a total of 139 receiving yards (yds) during that season.

Thus, the receiving yards that Braylon achieved in 2009 are clearly listed as 139.

Final Answer: 139"
25,which age group of women has the highest surgical rates?,['50 to 69 years'],"To determine which age group of women has the highest surgical rates based on the provided table, we examine the percentages of tumours with one or more surgical interventions for each age group across various provinces and territories in Canada.

The relevant data from the table is summarized as follows:

- **19 to 49 years**: 
  - Canada: 90.8%
  - Newfoundland and Labrador: 98.4%
  - Prince Edward Island: 97.7%
  - Nova Scotia: 95.0%
  - New Brunswick: 97.6%
  - Ontario: 88.3%
  - Manitoba: 90.9%
  - Saskatchewan: 91.5%
  - Alberta: 92.6%
  - British Columbia: 94.2%
  - Yukon: 83.3%
  
- **50 to 69 years**:
  - Canada: 91.1%
  - Newfoundland and Labrador: 94.3%
  - Prince Edward Island: 94.9%
  - Nova Scotia: 94.4%
  - New Brunswick: 95.3%
  - Ontario: 89.3%
  - Manitoba: 89.0%
  - Saskatchewan: 94.0%
  - Alberta: 91.8%
  - British Columbia: 93.9%

- **70 years and older**:
  - Canada: 84.3%
  - Newfoundland and Labrador: 84.1%
  - Prince Edward Island: 87.6%
  - Nova Scotia: 82.6%
  - New Brunswick: 83.1%
  - Ontario: 82.5%
  - Manitoba: 81.4%
  - Saskatchewan: 86.8%
  - Alberta: 86.9%
  - British Columbia: 88.6%
  
Next, we find the maximum percentages for each age group:
- For **19 to 49 years**, the highest percentage is **98.4%** in Newfoundland and Labrador.
- For **50 to 69 years**, the highest percentage is **95.3%** in New Brunswick.
- For **70 years and older**, the highest percentage is **88.6%** in British Columbia.

By comparing these maximum values, we find that the **19 to 49 years age group** has the highest surgical rate with **98.4%**.

Final Answer: 19 to 49 years"
26,"natural land for pasture is largely found in western canada, what was the percentage of alberta reporting the most amount of natural pasture area in 2011?",[6435825.0],"To answer the question, we need to focus on the data for Alberta regarding the ""natural land for pasture"" in the given table.

From the information presented:
- For Alberta:
  - Hectares of natural land for pasture: 6,435,825
  - Percentage of total land categorized as natural land for pasture: 31.5%

The question specifically asks for the percentage of natural land for pasture that is reported for Alberta. 

Since the table directly gives us this value, we can conclude:

**Final Answer: 31.5%**"
27,"natural land for pasture is largely found in western canada, what was the percentage of manitoba reporting the amount of natural pasture area in 2011?",[1466968.0],"To answer the question regarding the percentage of natural land for pasture in Manitoba, we must first examine the relevant data in the provided table context.

From the table under the ""natural land for pasture"" column for Manitoba, we can see the following information:
- **Hectares of natural land for pasture in Manitoba**: 1,466,968
- **Percentage of natural land for pasture in Manitoba**: 20.1%

Thus, the table directly provides that the percentage of natural land for pasture in Manitoba is 20.1%.

Final Answer: 20.1%"
28,"natural land for pasture is largely found in western canada, what was the percentage of british columbia reporting the amount of natural pasture area in 2011?",[1385359.0],"To determine the percentage of natural land for pasture reported in British Columbia in 2011, we need to examine the relevant row in the provided table.

From the table:
- For British Columbia:
  - Natural land for pasture (hectares) = 1,385,359
  - Total area of agricultural land (hectares) for British Columbia = 2,611,382
  - Percentage of natural land for pasture = 53.1%

Given this data, the percentage of natural land for pasture in British Columbia in 2011 is already stated clearly in the table as 53.1%.

Final Answer: 53.1%"
29,"natural land for pasture is largely found in western canada, what was the percentage of saskatchewan reporting the amount of natural pasture area in 2011?",[4816782.0],"To determine the percentage of natural land for pasture in Saskatchewan, we need to refer to the table provided.

From the table, the relevant information for Saskatchewan is as follows:

- **Natural land for pasture hectares**: 4,816,782
- **Total area of agricultural land hectares**: 24,940,023

Now, we calculate the percentage of natural land for pasture in Saskatchewan:

\[
\text{Percentage of natural land for pasture} = \left( \frac{\text{Natural land for pasture hectares}}{\text{Total area of agricultural land hectares}} \right) \times 100
\]

Substituting in the values:

\[
\text{Percentage of natural land for pasture} = \left( \frac{4,816,782}{24,940,023} \right) \times 100 \approx 19.3\%
\]

The table specifies that the percentage of natural land for pasture in Saskatchewan is reported as 19.3%. This indicates that 19.3% of the agricultural land in Saskatchewan was accounted for as natural land for pasture.

Final Answer: 19.3%"
30,what was the percentage of agricultural land in the atlantic provinces reported as woodlands and wetlands in 2011?,[42.3],"To determine the percentage of agricultural land in the Atlantic provinces reported as woodlands and wetlands in 2011, we can refer to the relevant section of the provided table.

According to the table data for the Atlantic provinces:
- The area of agricultural land is 1,063,343 hectares.
- The area reported as woodlands and wetlands is 450,031 hectares.
- The percentage of agricultural land designated as woodlands and wetlands is 42.3%.

Thus, the percentage of agricultural land in the Atlantic provinces that was reported as woodlands and wetlands in 2011 is clearly indicated as 42.3%.

Final Answer: 42.3%"
31,what was the percentgae of agricultural land in the quebec provinces reported as woodlands and wetlands in 2011?,[31.6],"In the provided table, we are looking for the percentage of agricultural land in the Quebec province that is reported as woodlands and wetlands. 

From the table, we can see the following data for Quebec:

- The area of agricultural land is not directly relevant for calculating the percentage asked.
- The area of woodlands and wetlands is given in hectares as 1,057,417, and its percentage of the total agricultural land is provided as 31.6%.

Since we are specifically interested in this percentage:

**Final Answer: 31.6%**"
32,what was the percentage of agricultural land in the ontario provinces reported as woodlands and wetlands in 2011?,[12.6],"To determine the percentage of agricultural land in the Ontario province reported as woodlands and wetlands in 2011, we can refer to the table which provides data on the area of agricultural land in various categories, including woodlands and wetlands.

From the table:

For Ontario:
- Total area of agricultural land: 5,126,653 hectares
- Area of woodlands and wetlands: 646,578 hectares
- The percentage of woodlands and wetlands: 12.6%

Therefore, out of the total agricultural land in Ontario, 12.6% is designated as woodlands and wetlands.

Final Answer: 12.6%"
33,how many hectares did quebec report the area of woodland and wetland in 2011?,[1057417.0],"The table indicates various agricultural land uses by province, including the area of land categorized as woodlands and wetlands. Specifically for Quebec, the relevant entry states the following for woodlands and wetlands:

- **Hectares of woodlands and wetlands in Quebec:** 1,057,417 hectares.

There is no indication in the table that this data pertains to a year other than 2011, suggesting that this is the reported area for that year.

Final Answer: 1,057,417 hectares"
34,how many hectares did saskatchewan report the area of woodland and wetland in 2011?,[1009381.0],"To determine the area of woodlands and wetlands reported by Saskatchewan in 2011, we can refer to the relevant row in the provided table. 

From the table, we see:

- For Saskatchewan:
  - The area of woodlands and wetlands is listed as 1,009,381 hectares.

Since the question specifies to find the area of woodland and wetland in Saskatchewan, the answer directly comes from the table.

Final Answer: 1,009,381 hectares"
35,how many hectares did alberta report the area of woodland and wetland in 2011?,[893436.0],"The table provides information about agricultural land use by province, specifically showing the hectares and percentages of various land types.

For Alberta, we can find the area of woodlands and wetlands by looking at the relevant row in the table. 

According to the table:

- For Alberta, the hectares of woodlands and wetlands is reported as 893,436 hectares.

Thus, the amount of hectares that Alberta reported for the area of woodlands and wetlands in 2011 is 893,436 hectares.

Final Answer: 893,436 hectares"
36,which age group has the lowest surgical rate?,['70 years and older'],"To determine which age group has the lowest surgical rate for thyroid cancer tumours diagnosed among patients aged 19 or older in Canada (excluding Quebec) from 2010 to 2012, we will examine the provided data from the table.

The surgical rates can be identified by looking at the percentages of tumours that had one or more surgical interventions for each age group:

- **19 to 49 years:** 94.7%
- **50 to 69 years:** 93.3%
- **70 years and older:** 86.1%

Comparing these percentages:
- The age group **19 to 49 years** has a surgical rate of **94.7%**.
- The age group **50 to 69 years** has a surgical rate of **93.3%**.
- The age group **70 years and older** has the lowest surgical rate at **86.1%**.

Based on this analysis, we conclude that the age group with the lowest surgical rate is the one aged **70 years and older**.

Final Answer: 70 years and older"
37,"what is the percentge of new mothers were in the first situation(with pre-birth-year, birth-year, or post-birth-year roe; and received ei in the birth year)in 2012?",[40.6],"To determine the percentage of new mothers who were in the first situation (with pre-birth-year, birth-year, or post-birth-year record of employment (ROE) and received employment insurance (EI) in the birth year) in 2012, we will refer to the relevant row and year in the provided table.

The dataset indicates the following for mothers:

- In 2012, the percentage of mothers who were in the first situation is 40.6%.

No other calculations or data from the table are necessary to answer the question, as the required percentage is explicitly provided.

Final Answer: 40.6%"
