,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
13,13,13,13,13,13,Who finished 2nd at the 2014 Commonwealth games and what time did they achieve?,"The relevant row for the question contains the following information:
- Year: 2014
- Competition: Commonwealth Games
- Position: 2nd
- Event: 100m
- Notes: 10.10

Therefore, the answer is:
- At the 2014 Commonwealth Games, Adam Gemili finished 2nd in the 100m event with a time of 10.10.","In the 2014 Commonwealth Games, Gemili finished the 100m in second position with a time of 10.10 seconds.","Adam Gemili, 10.10 
","in the 2014 coonwealth games, gemili finished the 100m in second position with a time of 10.10 seconds","adam gemili, 10.10",22.22222222222222,0.0
14,14,14,14,14,14,"When was ""I've Got a Feeling"" released?","The relevant row contains information about the release of ""I've Got a Feeling"":
- Region | Date | Format | Label
- United States | October 7, 1997 | Promotional CD single | Atlantic

In the United States, ""I've Got a Feeling"" was released on October 7, 1997. 

- evidence: |
    The relevant row contains information about the release of ""I've Got a Feeling"":
    Region | Date | Format | Label
    United States | October 7, 1997 | Promotional CD single | Atlantic
- answer: ""I've Got a Feeling"" was released on October 7, 1997.

","""I've Got a Feeling"" was released, through Atlantic, in the United States on October 7, 1997 and in Australia in 1998.","October 7, 1997 
","i've got a feeling was released, through atlantic, in the united states on october 7, 1997 and in australia in 1998","october 7, 1997",27.27272727272727,0.0
15,15,15,15,15,15,What and when were Tom Felton's first two roles?,"The first two roles of Tom Felton were in the movies ""The Borrowers"" in 1997 where he played the character Peagreen Clock, and ""Anna and the King"" in 1999 where he portrayed Louis T. Leonowens.",Tom Felton made his debut in the role of Peagreen Clock in The Borrowers in 1997 and portrayed Louis T. Leonowens in Anna and the King in 1999.,"""The Borrowers"" (1997), ""Anna and the King"" (1999) 
",tom felton made his debut in the role of peagreen clock in the borrowers in 1997 and portrayed louis t. leonowens in anna and the king in 1999,"the borrowers (1997), anna and the king (1999)",38.70967741935484,0.0
16,16,16,16,16,16,What were the results of the 1990 Colorado gubernatorial election?,"evidence: |
    The relevant rows contain the results of the 1990 Colorado gubernatorial election:
    Party | Party | Candidate | Votes | % | ±
    - | Democratic | Roy Romer | 626,032 | 61.89% | -
    - | Republican | John Andrews | 358,403 | 35.43% | -
    - | Libertarian | David Aitken | 18,930 | 1.87% | -
    - | Prohibition | David Livingston | 7,907 | 0.78% | -
    Majority | Majority | Majority | 267,629 | - | -
    Turnout | Turnout | Turnout | 1,011,272 | - | -
    - | Democratic hold | Democratic hold | Swing | - | -

answer: |
    The results of the 1990 Colorado gubernatorial election were as follows:
    - Democratic candidate Roy Romer won with 626,032 votes (61.89%).
    - Republican candidate John Andrews received 358,403 votes (35.43%).
    - Libertarian candidate David Aitken got 18,930 votes (1.87%).
    - Prohibition candidate David Livingston secured 7,907 votes (0.78%).
    The Democratic party held onto the governorship in Colorado.

","Democrat Roy Romer defeated Republican nominee, John Andrews with 61.89% of the vote.","Roy Romer won, John Andrews, David Aitken, David Livingston 
","democrat roy romer defeated republican nominee, john andrews with 61.89% of the vote","roy romer won, john andrews, david aitken, david livingston",38.0952380952381,0.0
17,17,17,17,17,17,"In the 86th United States Congress, What date was the end of Richard M. Simpson's service, and who was his successor?","The relevant row contains information about Richard M. Simpson in the 86th United States Congress:
District | Vacator | Reason for change | Successor | Date of successor's formal installation
Pennsylvania 18th | Richard M. Simpson (R) | Died January 7, 1960 | Douglas H. Elliott (R) | April 26, 1960

In the 86th United States Congress, Richard M. Simpson's service ended on January 7, 1960, and his successor was Douglas H. Elliott.","In the 86th United States Congress, Richard M. Simpson (R) served until January 7, 1960 and was succeeded by Douglas H. Elliott (R) on April 26, 1960, who served until June 19, 1960.","January 7, 1960, Douglas H. Elliott 
","in the 86 united states congress, richard m. simpson (r) served until january 7, 1960 and was succeeded by douglas h. elliott (r) on april 26, 1960, who served until june 19, 1960","january 7, 1960, douglas h. elliott",31.57894736842105,0.0
18,18,18,18,18,18,"What roles did Sandra Peabody play in Tarot and Annie Get Your Gun, respectively?","The relevant rows for Sandra Peabody are as follows:
Year | Title | Role | Notes
1970 | Tarot | The Sun | Off-Broadway
1973-1974 | Annie Get Your Gun | Minnie | Shady Grove Music Fair

- In the play ""Tarot,"" Sandra Peabody played the role of ""The Sun.""
- In the play ""Annie Get Your Gun,"" Sandra Peabody played the role of ""Minnie.""

Evidence extracted from the table: 
For the play ""Tarot,"" Sandra Peabody played the role of ""The Sun"" in 1970. 
For the play ""Annie Get Your Gun,"" Sandra Peabody played the role of ""Minnie"" in the years 1973-1974.

Therefore, Sandra Peabody played the roles of ""The Sun"" in ""Tarot"" and ""Minnie"" in ""Annie Get Your Gun"" based on the provided table.","Peabody appeared as The Sun in an Off-Broadway production of Tarot (1970), which she followed with the role as Minnie in Annie Get Your Gun (1973-1974).","""The Sun"", ""Minnie"" 
",peabody appeared as the sun in an off-broadway production of tarot,"the sun, minnie",18.18181818181818,0.0
19,19,19,19,19,19,How close was Texas' 21st congressional district election?,"evidence: |
    The relevant rows from the table are:
    Party | Party | Candidate | Votes | % | ±
    - | Republican | Lamar Smith | 169,924 | 68.9 | 11.09
    - | Democratic | Lainey Melnick | 65,834 | 27.9 | +3.39
    - | Libertarian | James Arthur Strohm | 7,687 | 3.3 | 16.7

answer: |
    In Texas's 21st congressional district election, there was a significant margin with the Republican candidate Lamar Smith receiving 68.9% of the votes, while the Democratic candidate Lainey Melnick received 27.9% and the Libertarian candidate James Arthur Strohm received 3.3%.

","In the Texas's 21st congressional district election, Lamar Smith defeated Lainey Melnick with 68.9 percent of the vote, with a majority of 96929 votes.","Not enough information provided. 
","in the texas's 21 congressional district election, lamar smith defeated lainey melnick with 68.9 percent of the vote, with a majority of 96929 votes",not enough information provided,0.0,0.0
20,20,20,20,20,20,What are all the non-Leo awards for which Rickards received a solo nomination?,"The relevant rows showing non-Leo awards for which Emily Bett Rickards received solo nominations are:

- 2014 | Teen Choice Awards | Female Breakout Star | Emily Bett Rickards | Nominated
- 2015 | MTV Fandom Awards | Ship of the Year | Emily Bett Rickards & Stephen Amell | Won
- 2015 | Teen Choice Awards | Choice TV Actress - Fantasy/Sci-Fi | Emily Bett Rickards | Nominated
- 2015 | Teen Choice Awards | Choice TV Liplock | Emily Bett Rickards & Stephen Amell | Nominated
- 2016 | MTV Fandom Awards | Ship of the Year | Emily Bett Rickards & Stephen Amell | Won
- 2016 | Teen Choice Awards | Choice TV Actress - Fantasy/Sci-Fi | Emily Bett Rickards | Nominated
- 2016 | Teen Choice Awards | Choice TV Liplock | Emily Bett Rickards and Stephen Amell | Nominated
- 2017 | Teen Choice Awards | Choice TV Actress - Action | Emily Bett Rickards | Nominated
- 2018 | Teen Choice Awards | Choice TV Actress - Action | Emily Bett Rickards | Nominated
- 2018 | Teen Choice Awards | Choice TV Ship | Emily Bett Rickards & Stephen Amell | Nominated

So, the non-Leo awards for which Emily Bett Rickards received solo nominations are:
1. Teen Choice Awards for Female Breakout Star in 2014
2. Teen Choice Awards for Choice TV Actress - Fantasy/Sci-Fi in 2015
3. Teen Choice Awards for Choice TV Actress - Fantasy/Sci-Fi in 2016
4. Teen Choice Awards for Choice TV Actress - Action in 2017
5. Teen Choice Awards for Choice TV Actress - Action in 2018","Rickards has been nominated for five Teen Choice Awards: four for Choice TV Actress in Fantasy, Sci-Fi, or Action, and one for Female Breakout Star in 2014.","Teen Choice Awards, Teen Choice Awards, Teen Choice Awards, Teen Choice Awards, Teen Choice Awards 
","rickards has been nominated for 5 teen choice awards: 4 for choice tv actress in fantasy, sci-fi, or action, and 1 for female breakout star in 2014","teen choice awards, teen choice awards, teen choice awards, teen choice awards, teen choice awards",19.047619047619047,0.0
21,21,21,21,21,21,What films did Aaron Taylor-Johnson appear in in 2017 and 2018?,"The relevant rows containing information about Aaron Taylor-Johnson's films in 2017 and 2018:
- 2017 | The Wall | Isaac | Doug Liman | -
- 2018 | Outlaw King | James Douglas, Lord of Douglas | David Mackenzie | -
- 2018 | A Million Little Pieces | James Frey | Sam Taylor-Johnson | -

Aaron Taylor-Johnson appeared in the films ""The Wall"" in 2017, ""Outlaw King"" in 2018, and ""A Million Little Pieces"" in 2018.","In 2017, Aaron Taylor-Johnson appeared in Doug Liman's The Wall and, in 2018, appeared in Outlaw King as well as A milliom Little Pieces.","""The Wall"", ""Outlaw King"", ""A Million Little Pieces"" 
","in 2017, aaron taylor-johnson appeared in doug liman's the wall and, in 2018, appeared in outlaw king as well as a milliom little pieces","the wall, outlaw king, a million little pieces",35.714285714285715,0.0
22,22,22,22,22,22,How many Best Actress Awards did Choi win in 1994 and where were they from?,"The relevant rows for Choi Myung-gil in 1994 are as follows:
```
Year | Award | Category | Nominated work | Result
1994 | 16th Three Continents Festival | Best Actress | Rosy Life | Won
1994 | 15th Blue Dragon Film Awards | Best Actress | Rosy Life | Won
```

**Answer:**
Choi Myung-gil won two Best Actress Awards in 1994. One was from the 16th Three Continents Festival and the other was from the 15th Blue Dragon Film Awards.","Choi received 2 Best Actress awards for Rosy Life, one at the 16th Three Continents Festival and the other in the 15th Blue Dragon Film Awards.","Two 
","choi received 2 best actress awards for rosy life, 1 at the 16 3 continents festival and the other in the 15 blue dragon film awards",2,8.333333333333332,0.0
23,23,23,23,23,23,What year was Rosie Huntington-Whiteley most successful?,"The relevant rows in the table are as follows:

| Year | Award                        | Category               | Nominated work                | Result |
|------|------------------------------|------------------------|-------------------------------|--------|
| 2009 | Elle Style Awards            | Model of the Year      | Herself                       | Won    |
| 2011 | Glamour Awards               | Editor's Special Award | Herself                       | Won    |
| 2011 | Guys Choice                  | Our New Girlfriend     | Herself                       | Won    |
| 2011 | CinemaCon Awards             | Female Star of Tomorrow| Herself                       | Won    |
| 2012 | Elle Style Awards            | Top Style Icon         | Herself                       | Won    |
| 2014 | Harper's Bazaar Women of the Year | Model of the Year| Herself                       | Won    |
| 2015 | Elle Style Awards            | Model of the Year      | Herself                       | Won    |
| 2016 | Harper's Bazaar Women of the Year | Businesswoman of the Year | Herself           | Won    |


The evidence shows that Rosie Huntington-Whiteley was most successful in the year 2011, where she won multiple awards such as the Editor's Special Award at the Glamour Awards, Our New Girlfriend at the Guys Choice Awards, Female Star of Tomorrow at the CinemaCon Awards, establishing this as her most successful year.

",In 2011 Rosie Huntington-Whiteley won 3 awards and was nominated for the Teen Choice Awards Choice Movie Actress: Summer award.,"2011 
",in 2011 rosie huntington-whiteley won 3 awards and was nominated for the teen choice awards choice movie actress: suer award,2011,10.0,0.0
24,24,24,24,24,24,Who were the top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles?,"The evidence for the answer comes from the table below:

| Rank | Name           | Nationality    | Time (automatic) | Notes |
|------|----------------|---------------|------------------|-------|
| 1    | Harrison Dillard   | United States | 13.91            | OR    |
| 2    | Jack Davis     | United States | 14.00            | -     |

The answer is:

The top 2 finishers in the 1952 Summer Olympics – Men's 110 metres hurdles were:
1. Harrison Dillard from the United States with a time of 13.91 (OR).
2. Jack Davis from the United States with a time of 14.00.",Automatic timing showed Dillard had a time of 13.91 and Davis recorded a time of 14.00.,"Harrison Dillard, Jack Davis 
",automatic timing showed dillard had a time of 13.91 and davis recorded a time of 14.00,"harrison dillard, jack davis",22.222222222222225,0.0
25,25,25,25,25,25,What movies and roles did Morris play in 1997?,"The relevant row for Haviland Morris in 1997 shows:
Year | Title | Role | Notes
1997 | The Fifth Element | Korben Dallas's mother | Voice
1997 | Home Alone 3 | Karen Pruitt | -

Therefore, in 1997, Haviland Morris played the role of Korben Dallas's mother in ""The Fifth Element"" and Karen Pruitt in ""Home Alone 3"".

- evidence: |
    The relevant rows contain information about Haviland Morris's roles in 1997:
    Year | Title | Role | Notes
    1997 | The Fifth Element | Korben Dallas's mother | Voice
    1997 | Home Alone 3 | Karen Pruitt | -
  
- answer: |
    In 1997, Haviland Morris played the role of Korben Dallas's mother in ""The Fifth Element"" and Karen Pruitt in ""Home Alone 3"".",Morris played Korben Dallas's mother in The Fifth Element and Karen Pruitt in Home Alone 3 in 1997.,"""The Fifth Element"", ""Korben Dallas's mother"", ""Home Alone 3"", ""Karen Pruitt"" 
",morris played korben dallas's mother in the fifth element and karen pruitt in home al1 3 in 1997,"the fifth element, korben dallas's mother, home al1 3, karen pruitt",74.07407407407408,0.0
26,26,26,26,26,26,Who received the silver and bronze medals for the women's 400 metres hurdles at the 1992 Summer Olympics?,"The relevant rows for the question are as follows:
```
RANK | FINAL | TIME
- | Sandra Farmer-Patrick (USA) | 53.69
- | Janeene Vickers (USA) | 54.31
```

The answer based on the table is:
- The silver medal for the women's 400 metres hurdles at the 1992 Summer Olympics was received by Sandra Farmer-Patrick from the USA.
- The bronze medal for the women's 400 metres hurdles at the 1992 Summer Olympics was received by Janeene Vickers from the USA.","Farmer-Patrick was in second, winning silver in 53.69 secs, while Vickers narrowly held on for the bronze medal from Ledovskaya, both being timed at 54.31 secs.","Sandra Farmer-Patrick, Janeene Vickers 
","farmer-patrick was in second, winning silver in 53.69 secs, while vickers narrowly held on for the bronze medal from ledovskaya, both being timed at 54.31 secs","sandra farmer-patrick, janeene vickers",13.793103448275865,0.0
27,27,27,27,27,27,What did Kathryn Beaumont star in 1953?,"The relevant row for Kathryn Beaumont in 1953 is:
Year | Title | Role | Notes
1953 | Peter Pan | Wendy Darling | Voice role

Therefore, in 1953, Kathryn Beaumont starred as Wendy Darling in the film ""Peter Pan.""",Kathryn Beaumont starred in the voice role of Wendy Darling in Peter Pan (1953).,"Peter Pan 
",kathryn beaumont starred in the voice role of wendy darling in peter pan,peter pan,28.57142857142857,0.0
28,28,28,28,28,28,Which competitions did Fabrizio Donato win gold medal?,"evidence: |
    The relevant rows contain information about Fabrizio Donato's gold medal wins:
    Year | Competition | Venue | Position | Notes
    2001 | Mediterranean Games | Radès, Tunisia | 1st | 17.05 m
    2009 | European Indoor Championships | Turin, Italy | 1st | 17.59 m (iNR)
    2012 | European Championships | Helsinki, Finland | 1st | 17.63 m (w)

answer: |
    Fabrizio Donato won gold medals at the Mediterranean Games in 2001, the European Indoor Championships in 2009, and the European Championships in 2012.","Fabrizio Donato won gold medals at the 2001 Mediterranean Games with a record of 17.05 metres and the 2009 European Indoor Championships, a championship record of 17.59 metres.","Mediterranean Games, European Indoor Championships, European Championships 
","fabrizio donato won gold medals at the 2001 mediterranean games with a record of 17.05 metres and the 2009 european indoor championships, a championship record of 17.59 metres","mediterranean games, european indoor championships, european championships",32.25806451612903,0.0
29,29,29,29,29,29,"Who did Wayne Kerrins play for in the third division, and what seasons did he play for them?","The relevant rows for Wayne Kerrins playing in the third division are:

| Club      | Season  | Division      | Apps | Goals |
|-----------|---------|---------------|------|-------|
| Fulham    | 1986–87 | Third Division | 30   | 1     |
| Fulham    | 1987–88 | Third Division | 14   | 0     |
| Fulham    | 1988–89 | Third Division | 4    | 0     |

Wayne Kerrins played for Fulham in the third division in the seasons 1986–87, 1987–88, and 1988–89.","Wayne Kerrins played for Fulham in the Third Division in 1986–87, 1987–88, and 1988–89.","Fulham, 1986–87, 1987–88, 1988–89 
","wayne kerrins played for fulham in the third division in 1986-87, 1987-88, and 1988-1989","fulham, 1986-87, 1987-88, 1988-1989",47.05882352941176,0.0
30,30,30,30,30,30,Which albums did Maylee Todd release on the Do Right Music label and in which years?,"- table: |
    Table Title - Maylee Todd
    Table Subtitle - Discography
    Year | Title | Label | Format
    2010 | Choose Your Own Adventure | Do Right Music | CD
    2011 | Do Right! Serato Pressing featuring Maylee Todd | Do Right Music | 12"" vinyl & digital download
    2013 | Escapology | Do Right Music | CD, LP
    2014 | Dirty Power | Ark Analog | -
    2017 | Acts Of Love | Do Right Music | CD, LP
  question: Which albums did Maylee Todd release on the Do Right Music label and in which years?
  evidence: |
    The relevant rows contain information about Maylee Todd's albums released on the Do Right Music label:
    Year | Title | Label | Format
    2010 | Choose Your Own Adventure | Do Right Music | CD
    2011 | Do Right! Serato Pressing featuring Maylee Todd | Do Right Music | 12"" vinyl & digital download
    2013 | Escapology | Do Right Music | CD, LP
    2017 | Acts Of Love | Do Right Music | CD, LP
  answer: |
    Maylee Todd released the following albums on the Do Right Music label:
    - ""Choose Your Own Adventure"" in 2010
    - ""Do Right! Serato Pressing featuring Maylee Todd"" in 2011
    - ""Escapology"" in 2013
    - ""Acts Of Love"" in 2017",Maylee Todd released her first album Choose Your Own Adventure in 2010 and Escapology in 2013 on the Do Right Music label.,"- ""Choose Your Own Adventure"" in 2010
- ""Do Right! Serato Pressing featuring Maylee Todd"" in 2011
- ""Escapology"" in 2013
- ""Acts Of Love"" in 2017 
",maylee todd released her first album choose your own adventure in 2010 and escapology in 2013 on the do right music label,- choose your own adventure in 2010- do right! serato pressing featuring maylee todd in 2011- escapology in 2013- acts of love in 2017,59.09090909090909,0.0
31,31,31,31,31,31,What did Daniela Ramirez do in 2012?,"The relevant row contains information about Dania Ramirez in 2012:
Year | Title | Role | Notes
2012 | American Reunion | Selena | -
2012 | Premium Rush | Vanessa | -

In 2012, Dania Ramirez starred as Selena in ""American Reunion"" and as Vanessa in ""Premium Rush"".","In 2012, Ramirez appeared in two roles: Selena in American Reunion and Vanessa in Premium Rush.","Selena in ""American Reunion"", Vanessa in ""Premium Rush"" 
","in 2012, ramirez appeared in 2 roles: selena in american reunion and vanessa in premium rush","selena in american reunion, vanessa in premium rush",66.66666666666666,0.0
